# Case: R.ST6
# Station: 22
# X/H: 32.0
# Wall_Case: Diverging Wall case, alpha=6 deg.
#
LR,Y/H,U/Ur,V/Ur,uu,vv,uv,uuu,uvv,vuu,vvv
2,0.1,0.316,-0.007,5.34,3.04,-0.4,0.94,0.11,-0.06,-0.24
3,0.15,0.326,-0.007,5.77,3.04,-0.46,1.26,0.27,-0.04,-0.13
4,0.2,0.334,-0.007,5.75,3.29,-0.71,0.99,0.21,-0.02,-0.31
5,0.3,0.351,-0.006,6.1,3.78,-0.82,1.27,0.47,-0.12,-0.34
6,0.4,0.365,-0.005,6.59,4.07,-0.93,1.13,0.38,-0.19,-0.21
7,0.5,0.375,-0.004,7.12,4.17,-1.1,1.09,0.44,-0.18,-0.4
8,0.6,0.385,-0.005,7.51,4.57,-1.55,1.33,0.51,-0.31,-0.32
9,0.7,0.397,-0.007,7.57,4.79,-1.63,1.16,0.37,-0.26,-0.25
10,0.8,0.406,-0.007,8.13,5.02,-1.94,1.09,0.4,-0.35,-0.46
11,0.9,0.418,-0.007,8.36,5.11,-1.93,1.02,0.39,-0.1,-0.22
12,1.0,0.428,-0.007,8.62,5.42,-2.14,0.84,0.27,-0.16,-0.13
13,1.1,0.44,-0.008,8.82,5.78,-2.33,0.82,0.34,-0.08,-0.01
14,1.15,0.445,-0.008,9.01,5.76,-2.41,0.8,0.29,-0.04,0.01
15,1.2,0.45,-0.007,9.2,5.73,-2.49,0.78,0.24,-0.01,0.03
16,1.3,0.46,-0.008,9.05,5.88,-2.48,0.63,-0.08,0.22,0.14
17,1.4,0.474,-0.007,9.35,6.03,-2.61,-0.02,-0.04,0.34,0.13
18,1.5,0.487,-0.008,9.56,6.09,-2.75,-0.45,-0.38,0.61,0.64
19,1.7,0.516,-0.009,9.71,5.8,-2.75,-1.44,-0.74,0.94,1.01
20,2.0,0.559,-0.01,9.45,5.54,-2.58,-2.87,-1.31,1.32,1.28
21,2.4,0.613,-0.005,8.56,4.66,-2.25,-4.19,-1.66,1.62,1.35
22,2.8,0.668,0.0,6.78,3.6,-1.57,-5.62,-1.78,1.82,1.28
23,3.2,0.714,0.007,4.29,2.54,-0.94,-4.07,-1.25,1.25,0.85
24,3.6,0.745,0.013,2.33,1.71,-0.38,-1.98,-0.59,0.54,0.39
25,4.0,0.76,0.018,1.2,1.13,-0.19,-0.48,-0.19,0.21,0.18
26,5.0,0.771,0.025,0.53,0.5,0.03,0.04,0.03,0.02,0.05
27,6.0,0.77,0.026,0.4,0.35,0.06,0.03,0.02,0.02,0.02
28,8.0,0.771,0.036,0.37,0.3,0.05,0.03,0.02,0.01,0.02
