# Case: R.ST6 - All Stations Combined
#
Station,X/H,LR,Y/H,U/Ur,V/Ur,uu,vv,uv,uuu,uvv,vuu,vvv
13,7.6,10,0.8,0.395,-0.058,19.88,14.35,-7.41,-9.06,-6.25,6.04,4.63
13,7.6,11,0.9,0.445,-0.059,18.75,13.12,-6.63,-9.65,-6.34,6.34,5.27
13,7.6,12,1.0,0.496,-0.058,17.99,11.58,-6.3,-10.9,-6.47,7.05,5.54
13,7.6,13,1.1,0.55,-0.053,16.06,10.1,-5.11,-10.34,-5.39,5.52,4.93
13,7.6,14,1.15,0.574,-0.052,15.47,9.38,-4.82,-11.63,-5.7,6.12,4.73
13,7.6,15,1.2,0.597,-0.051,14.88,8.66,-4.52,-12.91,-6.02,6.73,4.54
13,7.6,16,1.3,0.645,-0.046,12.28,6.98,-3.57,-11.73,-4.87,5.07,3.75
13,7.6,17,1.4,0.692,-0.043,9.35,5.57,-2.65,-9.4,-3.63,3.9,3.11
13,7.6,18,1.5,0.727,-0.04,6.53,4.13,-1.64,-4.35,-1.78,1.73,1.52
13,7.6,19,1.7,0.784,-0.035,3.91,2.67,-1.0,-1.55,-0.75,0.8,0.88
13,7.6,20,2.0,0.846,-0.03,2.16,1.55,-0.44,-0.39,-0.15,0.2,0.23
13,7.6,21,2.4,0.902,-0.025,1.03,0.8,-0.02,-0.13,-0.03,0.08,0.07
13,7.6,22,2.8,0.922,-0.019,0.54,0.5,0.13,0.03,0.03,0.02,0.02
13,7.6,23,3.2,0.924,-0.012,0.48,0.43,0.13,0.03,0.02,0.0,0.0
13,7.6,24,3.6,0.925,-0.006,0.5,0.44,0.14,0.06,0.04,0.01,0.01
13,7.6,25,4.0,0.925,-0.003,0.48,0.41,0.13,0.06,0.04,0.01,0.0
13,7.6,26,5.0,0.926,0.01,0.43,0.38,0.12,0.04,0.03,0.0,0.0
13,7.6,27,6.0,0.927,0.023,0.38,0.35,0.11,0.03,0.03,0.0,-0.01
13,7.6,28,8.0,0.927,0.045,0.38,0.34,0.12,0.03,0.03,0.02,0.01
14,8.1,2,0.1,0.149,-0.022,16.6,9.9,-0.74,-0.33,0.81,0.08,-0.95
14,8.1,3,0.15,0.142,-0.026,16.64,10.49,-3.31,1.06,1.57,-0.96,-2.55
14,8.1,4,0.2,0.16,-0.031,17.33,11.8,-4.24,1.3,1.23,-0.83,-1.84
14,8.1,5,0.3,0.196,-0.041,18.96,14.05,-6.29,-0.61,0.61,-0.4,-2.45
14,8.1,6,0.4,0.241,-0.051,19.68,15.02,-6.89,-2.22,-1.91,1.28,0.43
14,8.1,7,0.5,0.277,-0.054,19.66,15.51,-7.56,-3.74,-3.21,2.46,1.85
14,8.1,8,0.6,0.321,-0.057,20.04,15.25,-7.85,-6.32,-4.01,3.87,3.17
14,8.1,9,0.7,0.365,-0.058,20.23,14.23,-7.85,-7.59,-5.14,5.52,4.18
14,8.1,10,0.8,0.405,-0.058,19.18,13.65,-7.47,-7.93,-5.33,5.66,4.7
14,8.1,11,0.9,0.453,-0.055,19.01,12.41,-6.98,-9.41,-6.36,6.75,5.73
14,8.1,12,1.0,0.5,-0.054,18.08,11.03,-6.27,-10.3,-5.64,6.34,4.76
14,8.1,13,1.1,0.546,-0.05,16.42,9.62,-5.39,-12.03,-5.79,6.72,4.94
14,8.1,14,1.15,0.568,-0.049,15.65,9.06,-5.02,-12.33,-5.75,6.41,4.83
14,8.1,15,1.2,0.591,-0.047,14.88,8.49,-4.65,-12.63,-5.7,6.1,4.72
14,8.1,16,1.3,0.637,-0.044,12.98,7.11,-3.86,-12.92,-5.28,5.79,4.58
14,8.1,17,1.4,0.68,-0.04,10.05,5.63,-3.0,-9.41,-3.61,4.2,3.41
14,8.1,18,1.5,0.718,-0.038,7.55,4.36,-2.11,-6.05,-2.27,2.31,2.04
14,8.1,19,1.7,0.776,-0.033,4.18,2.61,-1.07,-1.66,-0.65,0.78,0.82
14,8.1,20,2.0,0.838,-0.028,2.35,1.45,-0.48,-0.46,-0.14,0.2,0.21
14,8.1,21,2.4,0.894,-0.023,1.11,0.81,-0.13,-0.17,-0.04,0.09,0.07
14,8.1,22,2.8,0.917,-0.017,0.55,0.48,0.02,0.04,0.03,0.02,0.01
14,8.1,23,3.2,0.919,-0.01,0.46,0.4,0.05,0.04,0.03,0.01,0.01
14,8.1,24,3.6,0.919,-0.003,0.43,0.36,0.07,0.04,0.03,0.0,0.01
14,8.1,25,4.0,0.92,0.0,0.44,0.37,0.08,0.05,0.03,0.01,0.01
14,8.1,26,5.0,0.921,0.011,0.44,0.36,0.08,0.05,0.03,0.01,0.01
14,8.1,27,6.0,0.922,0.023,0.43,0.35,0.08,0.05,0.03,0.01,0.01
14,8.1,28,8.0,0.922,0.044,0.42,0.35,0.07,0.04,0.02,0.01,0.0
15,8.6,2,0.1,0.176,-0.037,13.68,8.44,-1.25,-1.17,0.86,-0.65,-1.17
15,8.6,3,0.15,0.158,-0.022,13.78,9.5,-2.78,0.97,1.37,-0.96,-1.88
15,8.6,4,0.2,0.182,-0.027,14.56,10.56,-3.28,0.58,0.89,-0.52,-2.32
15,8.6,5,0.3,0.215,-0.036,16.05,12.58,-4.93,-0.1,0.2,-0.33,-1.5
15,8.6,6,0.4,0.251,-0.041,16.97,13.49,-5.84,-1.05,-1.22,1.51,-0.12
15,8.6,7,0.5,0.287,-0.05,17.89,14.62,-6.78,-2.11,-2.23,1.85,1.45
15,8.6,8,0.6,0.329,-0.053,18.94,14.15,-7.15,-4.2,-2.82,3.38,2.5
15,8.6,9,0.7,0.366,-0.055,18.98,14.33,-7.15,-5.29,-4.17,4.38,4.24
15,8.6,10,0.8,0.408,-0.053,18.63,13.33,-7.03,-6.12,-4.45,5.04,4.28
15,8.6,11,0.9,0.448,-0.054,18.49,12.28,-6.57,-7.89,-5.62,5.54,4.87
15,8.6,12,1.0,0.492,-0.052,17.89,11.16,-6.14,-10.47,-5.96,6.23,5.16
15,8.6,13,1.1,0.535,-0.049,16.84,10.28,-5.49,-11.42,-6.01,6.33,5.66
15,8.6,14,1.15,0.558,-0.048,15.76,9.52,-5.03,-11.33,-5.54,5.89,5.24
15,8.6,15,1.2,0.581,-0.048,14.69,8.75,-4.57,-11.24,-5.08,5.44,4.81
15,8.6,16,1.3,0.626,-0.044,12.94,7.18,-3.73,-11.96,-4.66,5.26,3.79
15,8.6,17,1.4,0.663,-0.04,10.98,6.23,-3.24,-10.9,-4.12,4.53,3.53
15,8.6,18,1.5,0.702,-0.035,8.65,5.02,-2.46,-8.24,-3.03,3.24,2.78
15,8.6,19,1.7,0.761,-0.031,5.18,3.16,-1.39,-3.22,-1.24,1.32,1.34
15,8.6,20,2.0,0.826,-0.027,2.66,1.69,-0.59,-0.46,-0.19,0.27,0.27
15,8.6,21,2.4,0.883,-0.021,1.3,0.95,-0.13,-0.14,-0.04,0.1,0.1
15,8.6,22,2.8,0.909,-0.015,0.7,0.62,0.05,0.05,0.03,0.02,0.02
15,8.6,23,3.2,0.913,-0.01,0.6,0.5,0.09,0.09,0.05,0.03,0.01
15,8.6,24,3.6,0.914,-0.003,0.62,0.5,0.12,0.11,0.07,0.04,0.03
15,8.6,25,4.0,0.915,0.0,0.57,0.46,0.08,0.08,0.05,0.01,0.0
15,8.6,26,5.0,0.916,0.011,0.56,0.44,0.08,0.08,0.04,0.01,0.01
15,8.6,27,6.0,0.917,0.022,0.55,0.43,0.09,0.07,0.04,0.01,0.01
15,8.6,28,8.0,0.917,0.043,0.52,0.43,0.09,0.06,0.04,0.02,0.01
16,9.1,2,0.1,0.178,-0.023,11.55,8.27,-1.41,-0.31,0.47,-0.24,-0.83
16,9.1,3,0.15,0.195,-0.023,13.72,8.48,-2.51,2.2,1.14,-0.58,-1.19
16,9.1,4,0.2,0.211,-0.027,13.94,9.58,-3.41,0.88,0.83,-0.53,-1.94
16,9.1,5,0.3,0.238,-0.037,14.58,11.98,-4.69,0.77,0.35,-0.06,-1.4
16,9.1,6,0.4,0.27,-0.044,15.49,12.92,-5.79,-0.35,-0.89,0.47,0.42
16,9.1,7,0.5,0.299,-0.047,16.92,13.14,-6.06,-0.35,-1.88,1.83,0.59
16,9.1,8,0.6,0.339,-0.052,16.86,13.15,-6.58,-2.62,-3.09,2.82,2.14
16,9.1,9,0.7,0.373,-0.053,17.81,13.06,-7.03,-4.71,-3.76,3.73,3.21
16,9.1,10,0.8,0.413,-0.051,17.75,12.47,-6.78,-6.6,-4.66,5.64,3.77
16,9.1,11,0.9,0.456,-0.051,16.69,11.44,-5.9,-6.27,-4.81,4.66,4.72
16,9.1,12,1.0,0.494,-0.053,16.27,10.59,-5.65,-9.56,-5.56,6.12,4.96
16,9.1,13,1.1,0.536,-0.048,15.14,9.2,-5.12,-9.46,-5.05,5.5,4.89
16,9.1,14,1.15,0.557,-0.046,14.66,8.7,-4.71,-10.39,-5.01,5.51,4.58
16,9.1,15,1.2,0.578,-0.044,14.19,8.2,-4.29,-11.32,-4.97,5.51,4.27
16,9.1,16,1.3,0.617,-0.04,12.53,6.99,-3.66,-11.65,-4.71,4.88,3.84
16,9.1,17,1.4,0.658,-0.036,10.4,5.73,-3.01,-10.49,-4.17,4.55,3.31
16,9.1,18,1.5,0.691,-0.033,8.3,4.73,-2.41,-8.47,-3.05,3.34,2.5
16,9.1,19,1.7,0.75,-0.028,4.82,2.95,-1.39,-3.23,-1.38,1.52,1.34
16,9.1,20,2.0,0.817,-0.021,2.43,1.55,-0.51,-0.51,-0.18,0.2,0.26
16,9.1,21,2.4,0.872,-0.015,1.17,0.83,-0.08,-0.14,-0.05,0.08,0.1
16,9.1,22,2.8,0.894,-0.01,0.61,0.53,0.1,0.01,0.01,0.01,0.04
16,9.1,23,3.2,0.899,-0.005,0.52,0.41,0.1,0.04,0.03,0.01,0.02
16,9.1,24,3.6,0.9,0.001,0.48,0.38,0.11,0.04,0.03,0.01,0.02
16,9.1,25,4.0,0.901,0.005,0.46,0.36,0.12,0.03,0.02,0.01,0.02
16,9.1,26,5.0,0.903,0.015,0.44,0.33,0.11,0.03,0.02,0.01,0.02
16,9.1,27,6.0,0.904,0.025,0.41,0.31,0.09,0.03,0.02,0.01,0.02
16,9.1,28,8.0,0.904,0.045,0.46,0.34,0.11,0.02,0.02,0.01,0.01
17,10.0,2,0.1,0.22,-0.022,9.94,7.84,-0.5,1.4,0.76,-0.44,-0.39
17,10.0,3,0.15,0.224,-0.023,10.66,8.36,-2.13,2.19,1.27,-0.8,-1.38
17,10.0,4,0.2,0.238,-0.027,11.42,9.18,-2.73,2.2,1.33,-1.01,-1.43
17,10.0,5,0.3,0.261,-0.032,12.75,10.98,-3.81,2.3,1.46,-0.85,-1.54
17,10.0,6,0.4,0.287,-0.038,13.98,11.74,-4.94,2.04,0.57,-0.51,-0.72
17,10.0,7,0.5,0.319,-0.043,15.01,12.84,-5.49,0.45,-0.04,0.45,0.4
17,10.0,8,0.6,0.349,-0.042,15.82,12.38,-5.82,-1.87,-1.54,1.93,1.16
17,10.0,9,0.7,0.381,-0.044,16.05,12.27,-5.91,-2.54,-2.81,2.84,2.33
17,10.0,10,0.8,0.417,-0.045,16.5,12.06,-5.98,-4.04,-3.29,3.6,2.97
17,10.0,11,0.9,0.45,-0.043,16.09,11.01,-5.76,-5.02,-3.86,3.74,3.63
17,10.0,12,1.0,0.485,-0.04,16.31,10.6,-5.75,-7.36,-4.67,4.59,4.63
17,10.0,13,1.1,0.527,-0.04,15.51,9.77,-5.07,-8.46,-5.0,4.99,3.79
17,10.0,14,1.15,0.544,-0.038,15.11,9.24,-5.01,-9.72,-5.18,5.25,4.02
17,10.0,15,1.2,0.561,-0.036,14.7,8.71,-4.95,-10.97,-5.37,5.51,4.25
17,10.0,16,1.3,0.599,-0.033,13.26,7.58,-4.09,-11.3,-4.79,5.2,4.19
17,10.0,17,1.4,0.636,-0.028,11.32,6.67,-3.56,-10.3,-4.67,4.66,4.16
17,10.0,18,1.5,0.673,-0.027,9.11,5.3,-2.66,-8.44,-3.58,3.58,2.98
17,10.0,19,1.7,0.731,-0.023,5.7,3.49,-1.51,-4.26,-1.81,1.51,1.54
17,10.0,20,2.0,0.799,-0.016,2.69,1.79,-0.66,-0.73,-0.39,0.44,0.52
17,10.0,21,2.4,0.855,-0.01,1.28,0.85,-0.19,-0.22,-0.05,0.1,0.13
17,10.0,22,2.8,0.882,-0.004,0.59,0.5,0.02,0.04,0.02,0.03,0.05
17,10.0,23,3.2,0.886,0.0,0.44,0.34,0.05,0.05,0.02,0.01,0.02
17,10.0,24,3.6,0.887,0.004,0.42,0.32,0.06,0.05,0.03,0.01,0.03
17,10.0,25,4.0,0.889,0.009,0.42,0.31,0.06,0.06,0.03,0.01,0.03
17,10.0,26,5.0,0.891,0.018,0.41,0.29,0.05,0.05,0.02,0.01,0.02
17,10.0,27,6.0,0.893,0.027,0.39,0.28,0.04,0.05,0.02,0.01,0.01
17,10.0,28,8.0,0.894,0.044,0.4,0.31,0.08,0.02,0.02,0.01,0.02
18,12.0,2,0.1,0.257,-0.02,7.89,6.13,-0.71,2.01,0.76,-0.55,-0.31
18,12.0,3,0.15,0.273,-0.02,8.88,6.44,-1.61,2.27,1.16,-0.53,-0.5
18,12.0,4,0.2,0.284,-0.023,9.21,7.45,-1.93,2.29,1.24,-0.44,-1.06
18,12.0,5,0.3,0.308,-0.029,10.74,8.69,-2.95,1.66,1.19,-0.66,-1.38
18,12.0,6,0.4,0.334,-0.033,12.37,9.56,-3.89,2.41,1.1,-0.84,-1.14
18,12.0,7,0.5,0.362,-0.038,13.01,9.61,-4.23,1.01,0.19,-0.04,-0.59
18,12.0,8,0.6,0.387,-0.041,13.83,10.42,-4.82,0.55,-0.7,0.37,0.77
18,12.0,9,0.7,0.416,-0.043,14.6,10.58,-5.22,-1.34,-1.57,1.46,1.01
18,12.0,10,0.8,0.442,-0.042,14.63,10.22,-5.38,-2.65,-2.02,2.41,1.79
18,12.0,11,0.9,0.474,-0.044,14.69,10.3,-5.24,-4.19,-2.72,2.88,2.59
18,12.0,12,1.0,0.503,-0.043,14.37,9.83,-5.03,-5.72,-3.81,3.44,3.05
18,12.0,13,1.1,0.534,-0.041,14.02,9.2,-4.79,-7.17,-3.98,4.07,3.11
18,12.0,14,1.15,0.548,-0.04,13.77,8.95,-4.69,-7.68,-4.15,4.2,3.3
18,12.0,15,1.2,0.563,-0.039,13.51,8.71,-4.58,-8.19,-4.33,4.33,3.49
18,12.0,16,1.3,0.597,-0.037,12.14,7.54,-3.78,-8.71,-4.41,4.26,3.27
18,12.0,17,1.4,0.625,-0.032,10.88,6.73,-3.45,-8.49,-3.96,4.04,3.21
18,12.0,18,1.5,0.662,-0.031,9.52,5.66,-2.94,-8.64,-3.77,3.65,2.88
18,12.0,19,1.7,0.71,-0.024,7.12,4.23,-2.04,-6.57,-2.68,2.54,2.13
18,12.0,20,2.0,0.779,-0.016,3.36,2.32,-1.03,-2.08,-1.0,1.11,0.93
18,12.0,21,2.4,0.835,-0.009,1.44,1.05,-0.27,-0.21,-0.1,0.15,0.16
18,12.0,22,2.8,0.862,-0.003,0.71,0.58,-0.06,0.01,0.01,0.03,0.05
18,12.0,23,3.2,0.868,0.001,0.5,0.41,0.01,0.05,0.03,0.01,0.02
18,12.0,24,3.6,0.871,0.003,0.47,0.38,0.0,0.07,0.04,0.0,0.0
18,12.0,25,4.0,0.871,0.006,0.45,0.36,0.0,0.08,0.04,0.0,0.01
18,12.0,26,5.0,0.871,0.01,0.43,0.35,-0.01,0.05,0.03,0.0,0.0
18,12.0,27,6.0,0.872,0.02,0.4,0.34,0.0,0.04,0.03,0.01,0.01
18,12.0,28,8.0,0.875,0.037,0.39,0.33,0.01,0.03,0.03,0.0,0.0
19,14.0,2,0.1,0.277,-0.021,6.24,6.0,-0.74,0.87,0.83,-0.2,-0.24
19,14.0,3,0.15,0.29,-0.019,8.28,6.97,-0.41,1.41,1.18,-0.06,-0.38
19,14.0,4,0.2,0.306,-0.019,9.31,5.92,-1.37,2.72,0.75,-0.24,-0.98
19,14.0,5,0.3,0.326,-0.023,9.89,7.11,-2.29,1.94,1.23,-0.53,-0.94
19,14.0,6,0.4,0.346,-0.026,10.64,7.98,-3.06,1.88,0.78,-0.43,-1.02
19,14.0,7,0.5,0.369,-0.03,11.61,8.91,-3.68,1.51,0.5,-0.22,-0.42
19,14.0,8,0.6,0.389,-0.03,11.99,9.1,-3.96,1.2,0.1,0.05,0.28
19,14.0,9,0.7,0.414,-0.031,12.49,9.57,-4.07,0.08,-0.4,0.67,0.84
19,14.0,10,0.8,0.438,-0.033,13.52,9.67,-4.59,-1.37,-1.22,1.42,1.4
19,14.0,11,0.9,0.464,-0.032,13.49,9.59,-4.35,-1.7,-1.63,1.7,1.87
19,14.0,12,1.0,0.489,-0.034,13.21,9.22,-4.35,-3.97,-2.08,2.57,1.4
19,14.0,13,1.1,0.515,-0.03,13.17,9.06,-4.19,-4.29,-2.79,2.91,2.84
19,14.0,14,1.15,0.529,-0.03,12.94,8.82,-4.17,-5.1,-3.02,3.04,2.79
19,14.0,15,1.2,0.543,-0.03,12.72,8.59,-4.15,-5.91,-3.25,3.18,2.74
19,14.0,16,1.3,0.568,-0.025,12.61,8.0,-3.99,-6.54,-3.44,3.4,2.75
19,14.0,17,1.4,0.601,-0.025,11.46,7.5,-3.64,-7.49,-3.94,3.54,2.83
19,14.0,18,1.5,0.627,-0.022,10.6,6.38,-3.17,-8.16,-3.66,3.45,2.92
19,14.0,19,1.7,0.683,-0.017,7.99,4.92,-2.38,-7.26,-3.16,2.94,2.33
19,14.0,20,2.0,0.751,-0.011,4.41,2.81,-1.25,-3.51,-1.5,1.45,1.14
19,14.0,21,2.4,0.813,-0.001,1.79,1.37,-0.48,-0.65,-0.34,0.41,0.38
19,14.0,22,2.8,0.846,0.005,0.77,0.68,-0.06,0.0,-0.01,0.05,0.08
19,14.0,23,3.2,0.854,0.008,0.53,0.48,0.03,0.05,0.03,0.02,0.03
19,14.0,24,3.6,0.855,0.011,0.48,0.39,0.04,0.05,0.03,0.01,0.02
19,14.0,25,4.0,0.856,0.013,0.44,0.35,0.03,0.07,0.03,0.01,0.01
19,14.0,26,5.0,0.858,0.019,0.41,0.32,0.03,0.06,0.03,0.01,0.01
19,14.0,27,6.0,0.86,0.025,0.37,0.3,0.02,0.05,0.03,0.01,0.01
19,14.0,28,8.0,0.86,0.039,0.33,0.3,0.04,0.03,0.03,0.01,0.01
20,16.0,2,0.1,0.294,-0.017,7.2,4.35,-0.72,1.95,0.55,-0.18,-0.26
20,16.0,3,0.15,0.314,-0.015,8.0,4.44,-1.04,1.93,0.64,-0.24,-0.41
20,16.0,4,0.2,0.326,-0.016,8.62,4.89,-1.37,2.53,0.86,-0.17,-0.38
20,16.0,5,0.3,0.345,-0.019,9.36,5.81,-1.88,1.91,0.64,-0.35,-0.68
20,16.0,6,0.4,0.364,-0.022,10.06,6.88,-2.51,1.88,0.81,-0.29,-1.0
20,16.0,7,0.5,0.38,-0.024,10.55,7.72,-3.02,1.46,0.58,-0.19,-0.65
20,16.0,8,0.6,0.397,-0.026,11.36,7.94,-3.49,1.15,0.44,0.05,-0.49
20,16.0,9,0.7,0.417,-0.026,11.9,8.57,-3.71,0.52,-0.2,0.06,0.11
20,16.0,10,0.8,0.438,-0.028,12.32,8.53,-3.89,-0.64,-0.36,1.01,0.73
20,16.0,11,0.9,0.46,-0.029,12.73,8.68,-3.85,-1.38,-0.87,1.41,1.25
20,16.0,12,1.0,0.48,-0.027,13.08,8.39,-4.21,-1.36,-1.26,1.39,1.4
20,16.0,13,1.1,0.503,-0.027,12.86,8.08,-3.97,-3.16,-2.0,2.07,1.82
20,16.0,14,1.15,0.516,-0.027,12.8,8.12,-3.98,-3.9,-2.24,2.36,1.94
20,16.0,15,1.2,0.529,-0.026,12.73,8.16,-3.99,-4.65,-2.48,2.66,2.05
20,16.0,16,1.3,0.552,-0.024,12.31,7.75,-3.96,-5.33,-2.94,3.12,2.57
20,16.0,17,1.4,0.577,-0.022,12.25,7.24,-3.56,-6.44,-2.95,2.88,2.28
20,16.0,18,1.5,0.604,-0.019,11.41,6.45,-3.2,-7.5,-2.97,2.98,2.28
20,16.0,19,1.7,0.653,-0.016,9.64,5.35,-2.54,-7.95,-2.94,2.91,2.2
20,16.0,20,2.0,0.723,-0.009,6.05,3.45,-1.62,-5.47,-1.89,1.94,1.31
20,16.0,21,2.4,0.792,0.0,2.34,1.67,-0.58,-1.12,-0.43,0.51,0.41
20,16.0,22,2.8,0.828,0.006,0.98,0.89,-0.13,-0.03,-0.03,0.05,0.08
20,16.0,23,3.2,0.838,0.011,0.65,0.61,0.0,0.05,0.02,0.01,0.03
20,16.0,24,3.6,0.839,0.012,0.61,0.52,0.08,0.07,0.04,0.01,0.03
20,16.0,25,4.0,0.839,0.015,0.54,0.44,0.07,0.04,0.02,0.0,0.01
20,16.0,26,5.0,0.84,0.02,0.5,0.4,0.06,0.04,0.02,0.0,0.01
20,16.0,27,6.0,0.841,0.025,0.45,0.36,0.05,0.03,0.02,0.0,0.01
20,16.0,28,8.0,0.842,0.037,0.41,0.32,0.05,0.03,0.02,0.0,0.01
21,20.0,2,0.1,0.32,-0.012,6.94,3.36,-0.69,1.8,0.4,-0.08,-0.27
21,20.0,3,0.15,0.329,-0.011,7.31,3.78,-0.89,1.6,0.4,-0.12,-0.38
21,20.0,4,0.2,0.34,-0.011,7.74,4.05,-1.04,1.78,0.56,-0.23,-0.41
21,20.0,5,0.3,0.353,-0.01,8.18,4.73,-1.51,1.69,0.62,-0.18,-0.65
21,20.0,6,0.4,0.368,-0.011,8.69,5.38,-1.8,1.5,0.72,-0.38,-0.73
21,20.0,7,0.5,0.384,-0.011,9.32,6.53,-2.41,1.64,0.84,-0.51,-0.64
21,20.0,8,0.6,0.4,-0.014,9.68,6.43,-2.52,1.68,0.73,-0.26,-0.47
21,20.0,9,0.7,0.417,-0.015,10.57,6.97,-2.99,1.19,0.41,0.08,-0.3
21,20.0,10,0.8,0.431,-0.016,10.58,7.2,-3.32,0.76,0.27,0.01,0.14
21,20.0,11,0.9,0.448,-0.016,11.14,7.3,-3.34,0.48,-0.2,0.37,0.33
21,20.0,12,1.0,0.465,-0.02,10.8,7.65,-3.53,-0.48,-0.55,0.79,0.93
21,20.0,13,1.1,0.487,-0.019,11.46,7.54,-3.49,-0.57,-0.65,0.91,1.19
21,20.0,14,1.15,0.496,-0.019,11.46,7.5,-3.49,-1.12,-0.8,1.03,1.23
21,20.0,15,1.2,0.504,-0.018,11.46,7.46,-3.49,-1.68,-0.95,1.15,1.28
21,20.0,16,1.3,0.524,-0.02,11.63,7.46,-3.57,-2.53,-1.47,1.57,1.92
21,20.0,17,1.4,0.546,-0.019,11.47,7.01,-3.31,-3.98,-1.88,2.09,2.01
21,20.0,18,1.5,0.567,-0.018,11.34,6.84,-3.36,-4.31,-2.31,2.4,2.11
21,20.0,19,1.7,0.608,-0.015,10.61,6.21,-3.08,-6.04,-2.72,2.56,2.39
21,20.0,20,2.0,0.67,-0.009,8.4,4.83,-2.34,-7.11,-2.68,2.79,1.9
21,20.0,21,2.4,0.741,-0.001,4.86,2.77,-1.19,-4.63,-1.47,1.58,1.08
21,20.0,22,2.8,0.793,0.007,1.87,1.49,-0.44,-0.97,-0.4,0.47,0.35
21,20.0,23,3.2,0.814,0.013,0.87,0.83,-0.09,0.05,0.0,0.05,0.09
21,20.0,24,3.6,0.818,0.017,0.67,0.61,0.01,0.06,0.02,0.01,0.05
21,20.0,25,4.0,0.819,0.019,0.57,0.47,0.02,0.06,0.03,0.01,0.02
21,20.0,26,5.0,0.82,0.023,0.5,0.4,0.03,0.05,0.03,0.01,0.01
21,20.0,27,6.0,0.821,0.027,0.42,0.34,0.03,0.04,0.02,0.0,0.01
21,20.0,28,8.0,0.822,0.038,0.4,0.31,0.03,0.03,0.02,0.01,0.01
22,32.0,2,0.1,0.316,-0.007,5.34,3.04,-0.4,0.94,0.11,-0.06,-0.24
22,32.0,3,0.15,0.326,-0.007,5.77,3.04,-0.46,1.26,0.27,-0.04,-0.13
22,32.0,4,0.2,0.334,-0.007,5.75,3.29,-0.71,0.99,0.21,-0.02,-0.31
22,32.0,5,0.3,0.351,-0.006,6.1,3.78,-0.82,1.27,0.47,-0.12,-0.34
22,32.0,6,0.4,0.365,-0.005,6.59,4.07,-0.93,1.13,0.38,-0.19,-0.21
22,32.0,7,0.5,0.375,-0.004,7.12,4.17,-1.1,1.09,0.44,-0.18,-0.4
22,32.0,8,0.6,0.385,-0.005,7.51,4.57,-1.55,1.33,0.51,-0.31,-0.32
22,32.0,9,0.7,0.397,-0.007,7.57,4.79,-1.63,1.16,0.37,-0.26,-0.25
22,32.0,10,0.8,0.406,-0.007,8.13,5.02,-1.94,1.09,0.4,-0.35,-0.46
22,32.0,11,0.9,0.418,-0.007,8.36,5.11,-1.93,1.02,0.39,-0.1,-0.22
22,32.0,12,1.0,0.428,-0.007,8.62,5.42,-2.14,0.84,0.27,-0.16,-0.13
22,32.0,13,1.1,0.44,-0.008,8.82,5.78,-2.33,0.82,0.34,-0.08,-0.01
22,32.0,14,1.15,0.445,-0.008,9.01,5.76,-2.41,0.8,0.29,-0.04,0.01
22,32.0,15,1.2,0.45,-0.007,9.2,5.73,-2.49,0.78,0.24,-0.01,0.03
22,32.0,16,1.3,0.46,-0.008,9.05,5.88,-2.48,0.63,-0.08,0.22,0.14
22,32.0,17,1.4,0.474,-0.007,9.35,6.03,-2.61,-0.02,-0.04,0.34,0.13
22,32.0,18,1.5,0.487,-0.008,9.56,6.09,-2.75,-0.45,-0.38,0.61,0.64
22,32.0,19,1.7,0.516,-0.009,9.71,5.8,-2.75,-1.44,-0.74,0.94,1.01
22,32.0,20,2.0,0.559,-0.01,9.45,5.54,-2.58,-2.87,-1.31,1.32,1.28
22,32.0,21,2.4,0.613,-0.005,8.56,4.66,-2.25,-4.19,-1.66,1.62,1.35
22,32.0,22,2.8,0.668,0.0,6.78,3.6,-1.57,-5.62,-1.78,1.82,1.28
22,32.0,23,3.2,0.714,0.007,4.29,2.54,-0.94,-4.07,-1.25,1.25,0.85
22,32.0,24,3.6,0.745,0.013,2.33,1.71,-0.38,-1.98,-0.59,0.54,0.39
22,32.0,25,4.0,0.76,0.018,1.2,1.13,-0.19,-0.48,-0.19,0.21,0.18
22,32.0,26,5.0,0.771,0.025,0.53,0.5,0.03,0.04,0.03,0.02,0.05
22,32.0,27,6.0,0.77,0.026,0.4,0.35,0.06,0.03,0.02,0.02,0.02
22,32.0,28,8.0,0.771,0.036,0.37,0.3,0.05,0.03,0.02,0.01,0.02
