y,U.mag,U_0,U_1,U_2
0,0,0,0,0
7.4e-05,0.529998,0.529998,-6.73696e-05,0
0.000149199,1.07616,1.07616,-0.000258981,0
0.000225651,1.60317,1.60317,-0.000591953,0
0.000303409,2.04359,2.04359,-0.001045,-9.31335e-22
0.000382531,2.36419,2.36419,-0.00157453,-1.56328e-21
0.000463072,2.58724,2.58724,-0.00215661,2.55508e-22
0.000545092,2.74707,2.74707,-0.00278482,2.3737e-22
0.00062865,2.86734,2.86734,-0.00345406,-1.15574e-21
0.000713808,2.96203,2.96203,-0.00415919,-5.05662e-22
0.000800627,3.0394,3.0394,-0.00489624,1.31873e-21
0.000889173,3.10449,3.10448,-0.00566263,7.63573e-22
0.000979511,3.16051,3.1605,-0.00645669,3.98175e-22
0.00107171,3.20961,3.20961,-0.00727742,9.48177e-22
0.00116584,3.25329,3.25328,-0.00812424,-7.25001e-25
0.00126196,3.29259,3.29258,-0.0089969,-1.97026e-21
0.00136016,3.3283,3.32829,-0.00989539,-1.96796e-21
0.0014605,3.36101,3.361,-0.0108198,1.08407e-21
0.00156307,3.39117,3.39115,-0.0117706,8.33425e-23
0.00166794,3.41914,3.41912,-0.012748,1.75497e-21
0.00177519,3.4452,3.44518,-0.0137527,1.03984e-21
0.00188491,3.46959,3.46956,-0.0147852,-3.29246e-21
0.00199718,3.49248,3.49245,-0.0158462,1.39994e-21
0.00211208,3.51405,3.51401,-0.0169364,1.5793e-21
0.0022297,3.53441,3.53437,-0.0180568,-7.77325e-23
0.00235015,3.55369,3.55364,-0.019208,6.93325e-23
0.0024735,3.57197,3.57192,-0.0203911,-6.21725e-23
0.00259987,3.58935,3.58928,-0.021607,5.6025e-23
0.00272934,3.60588,3.60581,-0.0228568,-3.30541e-21
0.00286202,3.62164,3.62156,-0.0241414,-2.1755e-21
0.00299801,3.63668,3.6366,-0.025462,1.99084e-21
0.00313743,3.65105,3.65096,-0.0268199,7.70875e-23
0.00328037,3.6648,3.66469,-0.0282161,-3.76661e-21
0.00342696,3.67795,3.67784,-0.029652,1.7213e-21
0.00357732,3.69056,3.69043,-0.0311289,3.56535e-21
0.00373155,3.70264,3.7025,-0.0326481,1.66295e-21
0.00388979,3.71423,3.71408,-0.0342111,-1.56562e-21
0.00405216,3.72536,3.72519,-0.0358192,-1.65967e-21
0.00421879,3.73604,3.73585,-0.0374741,1.58146e-21
0.00438981,3.74631,3.7461,-0.0391774,-5.91002e-21
0.00456537,3.75617,3.75595,-0.0409305,2.70845e-21
0.0047456,3.76567,3.76542,-0.0427353,2.26675e-22
0.00493064,3.77479,3.77453,-0.0445933,-2.94798e-21
0.00512065,3.78357,3.78329,-0.0465066,5.45638e-21
0.00531578,3.79203,3.79172,-0.0484768,-1.09523e-35
0.00551619,3.80017,3.79983,-0.0505059,1.10251e-23
0.00572203,3.808,3.80764,-0.052596,1.52491e-25
0.00593348,3.81555,3.81516,-0.054749,-1.08726e-23
0.0061507,3.82283,3.82241,-0.0569671,-2.36505e-21
0.00637387,3.82984,3.82938,-0.0592524,4.60018e-21
0.00660317,3.8366,3.8361,-0.0616073,-6.67552e-21
0.00683878,3.84311,3.84258,-0.064034,-2.78e-22
0.0070809,3.8494,3.84882,-0.0665349,1.33422e-20
0.00732972,3.85545,3.85484,-0.0691125,-2.05594e-23
0.00758543,3.8613,3.86064,-0.0717694,2.0216e-23
0.00784826,3.86695,3.86623,-0.0745082,-4.10372e-21
0.0081184,3.87239,3.87162,-0.0773317,-8.15095e-21
0.00839607,3.87765,3.87682,-0.0802426,-7.4275e-23
0.00868151,3.88273,3.88184,-0.0832438,7.85323e-21
0.00897493,3.88764,3.88668,-0.0863383,6.975e-23
0.00927657,3.89238,3.89135,-0.0895292,-3.83075e-21
0.00958668,3.89697,3.89586,-0.0928196,-7.37557e-21
0.00990551,3.9014,3.90022,-0.0962128,-3.76104e-21
0.0102333,3.9057,3.90442,-0.0997123,7.18634e-21
0.0105703,3.90986,3.90849,-0.103321,-3.41352e-21
0.0109168,3.91389,3.91242,-0.107043,-6.9853e-21
0.0112731,3.9178,3.91623,-0.110882,6.7549e-21
0.0116395,3.9216,3.91991,-0.114842,1.34361e-20
0.0120162,3.92528,3.92348,-0.118926,1.07975e-22
0.0124035,3.92886,3.92693,-0.123139,-1.05225e-22
0.0128018,3.93235,3.93029,-0.127484,6.43192e-21
0.0132114,3.93575,3.93354,-0.131966,-6.30181e-21
0.0136326,3.93908,3.93671,-0.136589,6.07111e-21
0.0140656,3.94232,3.93978,-0.141358,6.29814e-21
0.014511,3.94549,3.94278,-0.146278,-1.80013e-20
0.0149689,3.9486,3.9457,-0.151352,-1.1928e-20
0.0154398,3.95166,3.94855,-0.156586,1.15729e-20
0.015924,3.95467,3.95135,-0.161985,5.85453e-21
0.0164219,3.95763,3.95408,-0.167554,-5.68387e-21
0.0169338,3.96055,3.95676,-0.173298,-1.43913e-33
0.0174603,3.96345,3.95939,-0.179223,1.0947e-20
0.0180016,3.96632,3.96199,-0.185335,1.54125e-22
0.0185582,3.96917,3.96454,-0.191639,-1.07297e-20
0.0191305,3.97201,3.96707,-0.198141,-1.04337e-20
0.0197189,3.97485,3.96957,-0.204847,-2.03141e-22
0.0203239,3.97769,3.97205,-0.211764,2.04504e-20
0.0209459,3.98055,3.97452,-0.218897,1.32875e-22
0.0215853,3.98341,3.97698,-0.226254,-1.00238e-20
0.0222428,3.98631,3.97944,-0.23384,-9.76952e-21
0.0229186,3.98924,3.98191,-0.241664,9.52687e-21
