y,U.mag,U_0,U_1,U_2
0,0,0,0,0
7.4e-05,32.0791,32.0791,0.000242136,-4.97389e-24
0.000148085,41.2292,41.2292,0.000459201,1.63542e-23
0.000222285,45.9081,45.9081,0.000693493,-6.89369e-24
0.000296632,49.0011,49.0011,0.000940221,-1.29213e-23
0.000371156,51.2903,51.2903,0.00118786,-3.05408e-23
0.000445889,53.0935,53.0935,0.00143072,-2.01718e-23
0.00052086,54.5725,54.5725,0.0016663,4.24045e-23
0.000596102,55.8196,55.8196,0.00189288,1.67351e-23
0.000671645,56.8927,56.8927,0.00210907,-6.39689e-24
0.000747521,57.8301,57.8301,0.00231378,-5.285e-23
0.000823761,58.6588,58.6588,0.00250621,3.7065e-23
0.000900397,59.3982,59.3982,0.00268573,4.56779e-23
0.00097746,60.0631,60.0631,0.00285192,-2.08136e-23
0.00105498,60.6648,60.6648,0.00300449,1.70266e-23
0.001133,61.212,61.212,0.00314325,-5.84098e-23
0.00121153,61.712,61.712,0.00326813,4.97809e-23
0.00129063,62.1706,62.1706,0.00337911,3.29655e-23
0.00137031,62.5927,62.5927,0.00347624,-9.87891e-23
0.00145062,62.9822,62.9822,0.00355962,7.53838e-23
0.00153158,63.3425,63.3425,0.00362939,-2.47666e-23
0.00161322,63.6766,63.6766,0.00368569,1.19709e-23
0.0016956,63.987,63.987,0.00372871,4.42354e-23
0.00177872,64.2757,64.2757,0.00375863,-4.9548e-24
0.00186264,64.5448,64.5448,0.00377565,4.51077e-24
0.00194738,64.7959,64.7959,0.00377994,-8.19843e-23
0.00203299,65.0303,65.0303,0.00377171,-1.49171e-23
0.00211949,65.2494,65.2494,0.00375112,9.77724e-23
0.00220692,65.4544,65.4544,0.00371834,3.21364e-23
0.00229531,65.6463,65.6463,0.00367353,-1.57587e-22
0.00238472,65.8259,65.8259,0.00361684,-1.75952e-22
0.00247516,65.9941,65.9941,0.00354838,6.67794e-23
0.00256668,66.1516,66.1516,0.00346825,2.56886e-22
0.00265932,66.2992,66.2992,0.00337656,3.44922e-24
0.00275311,66.4373,66.4373,0.00327336,-8.77391e-23
0.00284809,66.5665,66.5665,0.0031587,1.01922e-22
