y,U.mag,U_0,U_1,U_2
0,0,0,0,0
7.4e-05,3.36741,3.3674,-6.004e-05,0
0.000148615,6.21977,6.21977,-0.000201767,0
0.000223888,8.19717,8.19717,-0.000388521,0
0.000299862,9.47884,9.47884,-0.000592201,-1.47e-24
0.000376579,10.3693,10.3693,-0.00080643,-3.525e-25
0.000454086,11.0335,11.0335,-0.00103,1.1175e-24
0.000532426,11.5577,11.5577,-0.00126145,4.60625e-22
0.000611645,11.9897,11.9897,-0.0015001,6.853e-23
0.00069179,12.3566,12.3566,-0.00174512,-1.77225e-21
0.000772908,12.6749,12.6749,-0.00199576,1.06578e-21
0.000855048,12.9554,12.9554,-0.00225162,2.44801e-21
0.000938257,13.2058,13.2058,-0.00251233,-2.99187e-21
0.00102259,13.4318,13.4318,-0.00277762,-2.07955e-21
0.00110809,13.6372,13.6372,-0.00304725,1.75679e-21
0.00119481,13.8254,13.8254,-0.00332106,-7.22212e-22
0.00128281,13.9989,13.9989,-0.0035989,-1.55768e-21
0.00137214,14.1594,14.1594,-0.00388067,1.35919e-21
0.00146285,14.3088,14.3088,-0.00416632,1.34563e-21
0.001555,14.4482,14.4482,-0.00445582,2.39492e-21
0.00164864,14.5789,14.5789,-0.00474918,-2.11448e-21
0.00174385,14.7016,14.7016,-0.00504642,-2.47802e-22
0.00184066,14.8172,14.8172,-0.00534764,6.30501e-21
0.00193916,14.9265,14.9265,-0.00565292,-1.82482e-21
0.00203939,15.03,15.03,-0.00596241,-1.82685e-22
0.00214142,15.1281,15.1281,-0.00627625,1.67588e-22
0.00224531,15.2215,15.2215,-0.00659465,-1.83829e-21
0.00235114,15.3105,15.3105,-0.00691781,7.09425e-23
0.00245897,15.3954,15.3954,-0.00724599,-1.60211e-21
0.00256886,15.4767,15.4767,-0.00757946,-2.97202e-21
0.0026809,15.5545,15.5545,-0.00791852,5.58477e-21
0.00279515,15.6293,15.6293,-0.00826349,3.14925e-22
0.00291168,15.7012,15.7012,-0.00861474,-5.60455e-21
0.00303057,15.7705,15.7705,-0.00897263,1.08375e-22
0.00315191,15.8374,15.8374,-0.00933757,-6.66526e-23
0.00327576,15.902,15.902,-0.00971,4.86229e-21
0.00340221,15.9646,15.9646,-0.0100904,7.42825e-23
0.00353135,16.0252,16.0252,-0.0104791,-6.83811e-21
0.00366326,16.0842,16.0842,-0.0108769,-1.59574e-22
0.00379802,16.1415,16.1415,-0.0112841,-4.1111e-21
0.00393573,16.1973,16.1973,-0.0117013,3.94593e-21
0.00407647,16.2518,16.2518,-0.0121291,3.215e-22
0.00422035,16.3051,16.3051,-0.0125681,-1.20883e-20
0.00436745,16.3572,16.3572,-0.013019,7.66015e-21
0.00451788,16.4082,16.4082,-0.0134824,3.93032e-21
0.00467174,16.4583,16.4583,-0.0139591,7.23117e-21
0.00482912,16.5074,16.5074,-0.0144498,1.0961e-20
0.00499015,16.5558,16.5558,-0.0149551,-7.0071e-21
0.00515491,16.6034,16.6034,-0.0154759,-1.04309e-20
0.00532354,16.6503,16.6503,-0.0160131,-6.62e-23
0.00549613,16.6966,16.6966,-0.0165675,3.35763e-21
0.00567282,16.7423,16.7423,-0.01714,1.29737e-20
0.00585371,16.7875,16.7875,-0.0177315,2.27025e-22
0.00603893,16.8322,16.8322,-0.0183429,-1.27467e-20
0.00622861,16.8765,16.8765,-0.0189752,4.21069e-33
0.00642287,16.9204,16.9204,-0.0196295,3.24519e-35
0.00662186,16.9639,16.9639,-0.0203069,-5.9609e-21
0.0068257,17.0071,17.0071,-0.0210084,-8.8075e-23
0.00703453,17.05,17.05,-0.0217351,1.16615e-20
0.0072485,17.0926,17.0926,-0.0224884,8.0575e-23
0.00746775,17.135,17.135,-0.0232693,-5.70808e-21
0.00769243,17.1771,17.1771,-0.0240793,-1.11288e-20
0.0079227,17.2191,17.2191,-0.0249194,-1.58122e-22
0.00815871,17.2608,17.2608,-0.0257912,5.56693e-21
0.00840063,17.3024,17.3024,-0.026696,-2.14782e-20
0.00864862,17.3438,17.3438,-0.0276352,5.09178e-21
0.00890285,17.3851,17.3851,-0.0286104,2.11477e-20
0.0091635,17.4263,17.4263,-0.029623,1.03261e-20
0.00943074,17.4674,17.4673,-0.0306746,1.03446e-20
0.00970475,17.5083,17.5083,-0.0317669,-1.0098e-20
0.00998572,17.5491,17.5491,-0.0329015,-2.00853e-20
0.0102738,17.5898,17.5898,-0.0340801,-1.98743e-20
0.0105693,17.6304,17.6304,-0.0353044,2.92188e-20
0.0108724,17.6709,17.6709,-0.0365763,3.91059e-20
0.0111831,17.7114,17.7113,-0.0378975,-1.91394e-20
0.0115019,17.7517,17.7517,-0.0392701,-1.91394e-20
0.0118288,17.7919,17.7919,-0.0406959,-9.37065e-21
0.0121641,17.8321,17.832,-0.042177,-1.86426e-20
0.0125081,17.8722,17.8721,-0.0437152,9.08228e-21
0.0128609,17.9121,17.9121,-0.0453128,1.893e-22
0.0132229,17.952,17.9519,-0.0469718,1.77849e-20
0.0135941,17.9918,17.9917,-0.0486945,3.59644e-20
0.013975,18.0314,18.0314,-0.050483,-1.7604e-20
0.0143657,18.071,18.071,-0.0523396,-1.76185e-20
0.0147664,18.1105,18.1104,-0.0542667,-3.44988e-20
0.0151776,18.1498,18.1497,-0.0562665,-1.74386e-20
0.0155994,18.189,18.189,-0.0583414,5.08737e-20
0.0160321,18.2282,18.2281,-0.0604939,1.70813e-20
0.016476,18.2672,18.2671,-0.0627266,-1.67322e-20
0.0169314,18.306,18.3059,-0.0650419,0
0.0173985,18.3448,18.3447,-0.0674424,0
0.0178778,18.3834,18.3833,-0.0699307,5.48236e-33
0.0183694,18.4218,18.4217,-0.0725095,1.5845e-20
0.0188738,18.4601,18.46,-0.0751816,1.68826e-22
0.0193911,18.4983,18.4982,-0.0779496,-1.67801e-22
0.0199218,18.5363,18.5362,-0.0808164,1.55084e-20
0.0204662,18.5742,18.574,-0.0837849,-1.51763e-20
0.0210247,18.6119,18.6117,-0.0868578,1.48808e-20
0.0215975,18.6494,18.6492,-0.0900382,1.52084e-20
0.022185,18.6868,18.6866,-0.093329,-1.95966e-22
0.0227876,18.724,18.7238,-0.0967333,-1.43985e-20
0.0234056,18.7611,18.7608,-0.100254,-5.78508e-20
0.0240395,18.798,18.7977,-0.103894,-3.16998e-22
0.0246895,18.8347,18.8344,-0.107657,5.66505e-20
0.0253562,18.8712,18.8709,-0.111546,2.81679e-20
0.0260398,18.9075,18.9072,-0.115565,-2.75466e-20
0.0267408,18.9437,18.9433,-0.119716,-8.19598e-20
0.0274595,18.9797,18.9793,-0.124002,-2.75427e-20
0.0281965,19.0155,19.0151,-0.128427,3.00962e-22
0.028952,19.0511,19.0507,-0.132995,5.23109e-20
0.0297265,19.0865,19.0861,-0.137709,7.88804e-20
0.0305205,19.1218,19.1213,-0.142572,-5.14346e-20
0.0313344,19.157,19.1564,-0.147589,-2.60364e-20
0.0321686,19.1919,19.1913,-0.152761,2.54581e-20
0.0330236,19.2267,19.226,-0.158094,2.49505e-20
0.0338997,19.2613,19.2606,-0.16359,-2.42747e-20
0.0347975,19.2957,19.295,-0.169253,-2.48861e-20
0.0357174,19.33,19.3292,-0.175087,2.4279e-20
0.0366599,19.3641,19.3633,-0.181096,2.37397e-20
0.0376255,19.3981,19.3972,-0.187283,-2.3265e-20
0.0386145,19.4319,19.4309,-0.193651,-2.37372e-20
0.0396275,19.4656,19.4645,-0.200206,-2.27507e-20
0.0406649,19.4991,19.498,-0.206949,-9.14259e-20
0.0417273,19.5326,19.5314,-0.213886,8.94173e-20
0.0428151,19.5659,19.5647,-0.22102,9.04083e-20
0.0439287,19.5991,19.5978,-0.228354,-4.45113e-20
0.0450687,19.6322,19.6308,-0.235893,4.3545e-20
0.0462355,19.6653,19.6638,-0.24364,5.63483e-22
0.0474297,19.6982,19.6966,-0.251599,-8.5688e-20
0.0486516,19.7311,19.7294,-0.259773,-4.55739e-22
0.0499018,19.764,19.7622,-0.268167,4.48488e-22
0.0511807,19.7968,19.7948,-0.276784,-4.39738e-22
0.0524889,19.8295,19.8275,-0.285628,8.21033e-20
0.0538267,19.8623,19.8601,-0.294702,-3.99098e-20
0.0551947,19.895,19.8927,-0.304009,-8.30503e-22
0.0565933,19.9278,19.9254,-0.313554,7.98412e-20
0.058023,19.9606,19.958,-0.323339,-3.91887e-20
0.0594842,19.9935,19.9908,-0.333369,-7.79088e-20
0.0609773,20.0265,20.0236,-0.343646,-3.87267e-20
0.0625028,20.0595,20.0564,-0.354174,3.8035e-20
0.0640612,20.0927,20.0894,-0.364956,3.66772e-22
0.0656528,20.126,20.1225,-0.375994,-3.58273e-22
0.067278,20.1594,20.1557,-0.387292,1.11086e-19
0.0689373,20.1931,20.1892,-0.398853,-1.45624e-19
0.070631,20.227,20.2228,-0.410679,-7.44985e-20
0.0723594,20.2611,20.2567,-0.422772,7.309e-20
0.0741231,20.2955,20.2908,-0.435136,-7.18772e-20
0.0759222,20.3302,20.3252,-0.447772,1.4112e-19
0.0777571,20.3651,20.3599,-0.460683,7.12335e-20
0.0796282,20.4005,20.395,-0.473871,-6.98853e-20
0.0815357,20.4362,20.4304,-0.487337,4.25807e-34
0.0834799,20.4723,20.4662,-0.501084,-6.8029e-20
0.085461,20.5089,20.5024,-0.515115,-5.89318e-22
0.0874794,20.5458,20.539,-0.529431,-6.63675e-20
0.0895352,20.5832,20.576,-0.544033,6.51692e-20
0.0916286,20.6211,20.6135,-0.558924,1.33228e-19
0.0937598,20.6594,20.6514,-0.574105,-6.57485e-20
0.0959289,20.6982,20.6898,-0.589577,-6.47548e-20
0.0981361,20.7375,20.7287,-0.605342,-1.28925e-19
0.100382,20.7774,20.7681,-0.621399,6.32368e-20
0.102665,20.8178,20.808,-0.63775,1.27407e-19
0.104987,20.8587,20.8485,-0.654396,-3.28843e-34
0.107348,20.9003,20.8895,-0.671335,4.27953e-32
0.109746,20.9424,20.9311,-0.688569,-6.17814e-20
0.112184,20.9852,20.9733,-0.706098,-4.4385e-22
0.114659,21.0286,21.0161,-0.72392,4.36353e-22
0.117173,21.0726,21.0596,-0.742036,6.00528e-20
0.119725,21.1173,21.1036,-0.760444,1.81056e-19
0.122315,21.1627,21.1483,-0.779145,-5.9251e-20
0.124943,21.2088,21.1938,-0.798135,-1.78647e-19
0.127608,21.2556,21.2399,-0.817415,-5.92598e-20
0.130312,21.3031,21.2866,-0.836982,1.75509e-19
0.133053,21.3513,21.3341,-0.856835,5.92333e-20
0.13583,21.4003,21.3824,-0.876972,-1.16242e-19
0.138645,21.4501,21.4313,-0.89739,-2.29648e-19
0.141497,21.5006,21.481,-0.918088,-1.15495e-19
0.144384,21.5519,21.5315,-0.939063,4.54442e-19
0.147308,21.6041,21.5827,-0.960312,1.14759e-19
0.150268,21.657,21.6348,-0.981832,-1.13409e-19
0.153262,21.7108,21.6876,-1.00362,6.47726e-22
0.156292,21.7654,21.7412,-1.02567,-2.2227e-19
0.159357,21.8208,21.7956,-1.04799,1.09548e-19
