y,U.mag,U_0,U_1,U_2
0,0,0,0,0
7.4e-05,2.26091,2.26091,2.48846e-05,1.8437e-22
0.000150075,4.32892,4.32892,8.58131e-05,-2.23848e-22
0.000228295,5.9055,5.9055,0.000162348,-2.26494e-22
0.000308731,6.94685,6.94685,0.000232908,-3.16773e-22
0.000391458,7.63915,7.63915,0.000289124,5.81982e-22
0.000476552,8.12628,8.12628,0.000329305,5.37602e-22
0.000564092,8.48522,8.48522,0.000352726,-5.42877e-22
0.000654158,8.75922,8.75922,0.000359893,0
0.000746834,8.97438,8.97438,0.000352019,-5.60948e-22
0.000842206,9.14732,9.14732,0.000330497,-5.60947e-22
0.000940361,9.28905,9.28905,0.000296638,3.99913e-22
0.00104139,9.4071,9.4071,0.000251558,3.99913e-22
0.00114539,9.50676,9.50676,0.000196155,5.9995e-22
0.00125246,9.59185,9.59185,0.000131117,6.83075e-23
0.00136269,9.66517,9.66517,5.69373e-05,-5.31642e-22
0.00147619,9.72881,9.72881,-2.6058e-05,8.68023e-22
0.00159306,9.78436,9.78436,-0.00011769,-7.04767e-22
0.00171341,9.83307,9.83307,-0.000217907,-8.5532e-22
0.00183736,9.8759,9.8759,-0.000326772,5.558e-23
0.00196502,9.91361,9.91361,-0.000444443,-4.78375e-23
0.0020965,9.94683,9.94683,-0.000571172,-5.31065e-22
0.00223194,9.97604,9.97604,-0.000707295,-7.2495e-23
0.00237146,10.0017,10.0017,-0.000853218,-9.5481e-22
0.00251518,10.0241,10.0241,-0.00100943,-1.06579e-21
0.00266325,10.0434,10.0434,-0.00117648,3.67739e-21
0.00281579,10.0601,10.0601,-0.00135499,9.92397e-22
0.00297296,10.0741,10.0741,-0.00154565,-9.06048e-22
0.0031349,10.0858,10.0858,-0.00174922,-3.10291e-21
0.00330175,10.0953,10.0953,-0.00196651,-9.13e-22
0.00347368,10.1026,10.1026,-0.00219842,4.44382e-21
0.00365085,10.1079,10.1079,-0.00244591,-1.34132e-21
0.00383341,10.1113,10.1113,-0.00270999,-1.43239e-21
0.00402155,10.1128,10.1128,-0.00299178,1.33276e-21
0.00421543,10.1124,10.1124,-0.00329243,1.25674e-21
0.00441524,10.1103,10.1103,-0.0036132,5.15125e-23
0.00462115,10.1065,10.1065,-0.00395541,-1.218e-21
0.00483337,10.101,10.101,-0.00432045,0
0.00505209,10.0939,10.0939,-0.00470982,0
0.00527751,10.0851,10.0851,-0.00512508,-2.21101e-23
0.00550983,10.0748,10.0748,-0.00556789,-4.34994e-25
0.00574929,10.0629,10.0629,-0.00603999,2.16751e-23
0.00599609,10.0494,10.0494,-0.00654321,2.02476e-21
0.00625046,10.0344,10.0344,-0.0070795,2.02476e-21
0.00651264,10.0179,10.0179,-0.00765088,-3.8575e-21
0.00678287,9.99976,9.99976,-0.00825949,-9.78026e-23
0.0070614,9.98015,9.98015,-0.0089076,1.9164e-21
0.00734848,9.959,9.95899,-0.00959749,-3.6714e-21
0.00764438,9.93633,9.93633,-0.0103317,3.53874e-21
0.00794937,9.91214,9.91213,-0.0111127,5.38555e-21
0.00826372,9.88642,9.88642,-0.0119434,-3.45104e-21
0.00858773,9.85918,9.85918,-0.0128264,-6.88385e-21
0.00892169,9.83042,9.83041,-0.0137648,-3.3782e-21
0.0092659,9.80011,9.8001,-0.0147616,6.6229e-21
0.00962067,9.76828,9.76826,-0.01582,3.3234e-21
0.00998633,9.73489,9.73488,-0.0169434,-6.44745e-21
0.0103632,9.69996,9.69995,-0.0181354,-3.18384e-21
0.0107516,9.66348,9.66346,-0.0193996,3.10068e-21
0.011152,9.62543,9.62541,-0.0207397,3.10067e-21
0.0115646,9.58582,9.58579,-0.0221598,3.29663e-35
0.0119898,9.54464,9.54461,-0.0236639,-3.02228e-21
0.0124281,9.50187,9.50184,-0.0252565,-5.97904e-21
0.0128797,9.45752,9.45748,-0.0269419,5.84906e-21
0.0133452,9.41157,9.41153,-0.0287249,5.91135e-21
0.0138249,9.36402,9.36397,-0.0306102,-8.62535e-21
0.0143192,9.31487,9.31481,-0.0326029,-5.54001e-23
0.0148286,9.26411,9.26404,-0.0347082,1.69791e-20
0.0153535,9.21172,9.21165,-0.0369314,1.0195e-22
0.0158944,9.15772,9.15763,-0.0392781,-1.1145e-20
0.0164517,9.10208,9.10199,-0.0417542,-5.53255e-21
0.017026,9.04482,9.04471,-0.0443655,-1.00675e-22
0.0176177,8.98592,8.98579,-0.0471182,4.2975e-23
0.0182274,8.92538,8.92523,-0.0500187,-4.1e-23
0.0188555,8.8632,8.86304,-0.0530735,3.9275e-23
0.0195027,8.79938,8.79919,-0.0562894,5.29033e-21
0.0201694,8.73392,8.73371,-0.0596733,5.31355e-21
0.0208562,8.66682,8.66659,-0.0632322,-1.05013e-20
0.0215637,8.59809,8.59782,-0.0669735,5.19377e-21
0.0222925,8.52772,8.52743,-0.0709046,1.37001e-23
0.0230432,8.45574,8.4554,-0.075033,-1.28748e-23
0.0238164,8.38213,8.38175,-0.0793664,-4.98517e-21
0.0246128,8.30692,8.30649,-0.0839125,-5.1881e-21
0.025433,8.23011,8.22963,-0.0886793,-1.01078e-20
0.0262777,8.15173,8.15118,-0.0936746,2.00286e-20
