y,U_0,U_1,U_2
0,0,0,0
1.37955e-05,1.27373,-0.000101473,1.14987e-22
2.92331e-05,2.65828,-0.000362839,-1.53503e-20
4.65113e-05,4.18343,-0.000866868,5.85325e-22
6.58528e-05,5.77247,-0.00172092,-1.33962e-20
8.75077e-05,7.24328,-0.00303461,1.59154e-20
0.000111757,8.43248,-0.00488377,1.31157e-20
0.000138915,9.31987,-0.00732568,-3.43046e-20
0.000169336,9.97632,-0.0104234,8.54408e-21
0.000203417,10.4765,-0.0142334,2.4288e-20
0.000241604,10.8737,-0.0188069,-8.51e-21
0.000284398,11.2023,-0.0242008,-2.44731e-22
0.000332361,11.4844,-0.0304849,3.65016e-20
0.000386126,11.7347,-0.0377438,-7.76496e-21
0.000446401,11.963,-0.0460781,-2.21426e-20
0.000513985,12.1765,-0.0556051,2.33494e-20
0.000589773,12.3804,-0.0664591,1.93612e-21
0.000674771,12.5789,-0.0787931,-1.19434e-20
0.000770111,12.7757,-0.0927797,-8.28763e-21
0.000877061,12.9739,-0.108613,8.9501e-21
0.000997051,13.1765,-0.126509,-6.79583e-21
0.00113168,13.3864,-0.14671,-1.66623e-20
0.00128277,13.6069,-0.169482,5.51994e-22
0.00145232,13.8415,-0.195119,-3.34879e-20
0.00164263,14.0941,-0.223941,2.87338e-20
0.00185625,14.3693,-0.256293,1.72421e-20
0.00209606,14.6729,-0.292542,-1.42761e-20
0.0023653,15.0116,-0.333071,4.60619e-20
0.0026676,15.3938,-0.378264,-7.85994e-22
0.00300706,15.83,-0.428485,-3.24426e-20
0.00338828,16.3335,-0.48406,0
0.00381642,16.9206,-0.545214,8.46257e-20
0.0042973,17.6118,-0.612006,-5.0862e-21
0.00483747,18.4323,-0.684244,-1.67565e-19
0.00544427,19.3692,-0.758099,-1.12508e-19
0.00602098,20.3679,-0.827822,6.46182e-22
0.00660124,21.4145,-0.892196,4.27402e-20
0.00718535,22.5205,-0.951307,1.50576e-19
0.00777365,23.6957,-1.00389,-8.06051e-21
0.00836651,24.9643,-1.04922,-1.36151e-19
0.00896431,26.3294,-1.08642,8.67048e-20
0.00956749,27.7553,-1.11528,7.21134e-20
0.0101765,29.1871,-1.13719,-2.21956e-20
0.0107919,30.5663,-1.15389,1.00859e-21
0.0114142,31.8422,-1.16696,2.37856e-20
0.012044,32.985,-1.1777,-2.69524e-19
0.0126819,33.99,-1.18711,4.96412e-21
0.0133287,34.8672,-1.19588,7.00227e-19
0.0139851,35.616,-1.20432,4.17722e-19
0.0145992,36.2477,-1.21272,-4.336e-19
0.0152409,36.806,-1.22164,-4.25511e-19
0.0159119,37.3255,-1.23131,3.47588e-19
0.016614,37.8258,-1.24159,3.36525e-19
0.0173491,38.3225,-1.25216,-3.50464e-19
0.018119,38.8225,-1.26268,-1.02767e-18
0.0189258,39.3246,-1.27283,-3.58969e-19
0.0197718,39.8226,-1.28224,3.42846e-19
0.0206593,40.3109,-1.2905,6.24062e-19
0.0215907,40.7911,-1.29742,1.1815e-18
0.0225687,41.2715,-1.30311,-4.33423e-19
0.023596,41.756,-1.30811,-9.92914e-19
0.0246755,42.246,-1.31274,2.85011e-20
0.0259626,42.7088,-1.31606,1.55787e-19
0.0273361,43.0573,-1.31562,4.06002e-19
0.0288025,43.2407,-1.30918,-6.97405e-20
0.030369,43.2835,-1.29715,-3.2386e-19
0.0320431,43.2396,-1.28113,1.67283e-19
0.033833,43.1631,-1.26223,1.09573e-22
0.0357475,43.1014,-1.24178,-8.90703e-20
0.0377646,43.0883,-1.22086,7.76996e-20
0.0399122,43.1329,-1.19935,-1.10507e-20
0.0422027,43.2175,-1.17632,4.31782e-21
0.0446494,43.3083,-1.15037,2.17837e-20
0.0472662,43.3753,-1.12033,4.04721e-20
0.0500679,43.4118,-1.08594,-5.51821e-20
0.05307,43.4379,-1.04783,-1.08939e-19
0.0562894,43.4781,-1.00651,4.57092e-20
0.0597436,43.5333,-0.961548,-8.06772e-20
0.0634517,43.5842,-0.911811,-5.66425e-20
0.0674339,43.6268,-0.8576,1.20892e-19
0.0717118,43.6707,-0.798693,5.07445e-20
0.0763087,43.7154,-0.734952,1.91212e-21
0.0812495,43.7567,-0.666517,3.05435e-20
0.0865609,43.7494,-0.593596,3.92048e-20
0.0922714,43.4571,-0.517245,-1.02657e-19
0.0960782,42.497,-0.439593,-5.72548e-20
0.0992295,40.8385,-0.359715,-3.71107e-21
0.101838,39.0515,-0.291739,3.05741e-20
