y,U_0,U_1,U_2
0,0,0,0
1.15903e-05,-1.10254,3.60045e-05,-1.8931e-22
2.51959e-05,-2.28879,-0.000130907,-1.94075e-21
4.11938e-05,-3.58616,-0.000617968,7.07467e-21
6.0036e-05,-4.90869,-0.00166743,2.74511e-21
8.22644e-05,-6.04572,-0.00369765,5.76625e-21
0.00010853,-6.82293,-0.00696957,1.56421e-20
0.000139617,-7.27187,-0.0115257,-9.37932e-21
0.000176466,-7.51817,-0.0174638,-9.39798e-21
0.000220213,-7.64981,-0.0249832,1.02153e-20
0.000272229,-7.71132,-0.034336,1.19771e-21
0.000334164,-7.72404,-0.0458362,-5.27385e-21
0.000408017,-7.69802,-0.0598821,2.19895e-20
0.000496201,-7.63738,-0.0769736,-3.7296e-20
0.000601635,-7.54271,-0.097729,-3.59433e-20
0.000727854,-7.41199,-0.122908,3.54042e-20
0.000879141,-7.24091,-0.153442,1.20614e-20
0.00106069,-7.02263,-0.190482,4.23126e-20
0.00127878,-6.74721,-0.235443,-8.10409e-20
0.00154107,-6.4005,-0.290097,1.18483e-19
0.00185682,-5.96243,-0.35669,1.62401e-19
0.0022373,-5.40404,-0.438139,1.59537e-19
0.00269619,-4.68307,-0.538396,-3.22517e-19
0.00325013,-3.73744,-0.662927,-2.54847e-19
0.00391934,-2.59643,-0.804746,9.58982e-20
0.00447964,-1.42134,-0.943379,-8.58587e-20
0.00498729,-0.282877,-1.07224,3.72907e-19
0.00545308,0.845313,-1.19572,-2.26529e-19
0.0058867,1.97632,-1.31539,-2.3965e-19
0.00629695,3.14038,-1.43383,-6.14584e-21
0.00669189,4.37664,-1.55416,1.17242e-20
0.00707907,5.71105,-1.67802,-1.34226e-20
0.00746565,7.15549,-1.80608,4.31362e-19
0.00785851,8.72112,-1.93889,7.08751e-19
0.00826444,10.3671,-2.07244,-1.41236e-19
0.00863691,12.0044,-2.1996,-1.014e-18
0.00899519,13.6051,-2.31892,-5.78071e-19
0.0093413,15.1783,-2.43196,5.60651e-19
0.00967694,16.7154,-2.53903,4.13574e-19
0.0100036,18.208,-2.6405,-1.30247e-19
0.0103226,19.6491,-2.73679,-1.36263e-19
0.0106349,21.0349,-2.8284,1.30086e-19
0.0109416,22.3672,-2.91555,9.426e-20
0.0112433,23.659,-2.99746,-6.42112e-22
0.0115409,24.9368,-3.07359,-1.27627e-19
0.0118349,26.2235,-3.14342,1.84248e-20
0.0121258,27.5211,-3.20602,4.23598e-20
0.012414,28.8183,-3.26121,-1.82203e-20
0.0127,30.0725,-3.30793,-1.90399e-20
0.0129587,31.2599,-3.34618,2.13471e-20
0.0132347,32.4269,-3.37802,8.74514e-21
0.0135296,33.5814,-3.40345,-1.13397e-19
0.0138449,34.6612,-3.42071,1.42068e-19
0.0141825,35.5966,-3.42854,-2.65086e-19
0.0145445,36.3488,-3.4274,-3.26127e-19
0.0149331,36.9386,-3.41948,9.69669e-20
0.0153511,37.4255,-3.4071,1.46089e-19
0.0158015,37.8653,-3.39157,-5.87578e-20
0.0162878,38.2923,-3.37329,-1.41185e-20
0.016814,38.7243,-3.35229,1.36233e-19
0.0173849,39.1706,-3.32853,2.214e-19
0.0173849,39.1706,-3.32853,2.214e-19
0.018006,39.6511,-3.30104,1.32498e-19
0.0187638,40.1851,-3.26867,-2.13005e-19
0.0196001,40.7647,-3.23192,-1.70615e-19
0.0205255,41.3824,-3.19143,-7.99994e-19
0.0215519,42.0424,-3.14699,-3.41961e-19
0.0226935,42.7468,-3.09817,6.43519e-19
0.023967,43.4914,-3.04411,2.58522e-19
0.0253917,44.259,-2.98376,-1.03604e-19
0.0269906,45.0028,-2.91507,1.5346e-19
0.0287908,45.624,-2.83307,-1.85074e-19
0.0308242,45.9988,-2.72961,-1.02745e-19
0.033129,46.0682,-2.59995,1.88577e-19
0.0357502,45.9141,-2.4497,-9.58583e-20
0.0387416,45.7324,-2.29308,7.31281e-20
0.042167,45.6642,-2.13647,1.56215e-20
0.0461029,45.6449,-1.97174,-1.30031e-19
0.0506405,45.5873,-1.79723,-2.23659e-21
0.0558892,45.5252,-1.62064,4.95916e-20
0.061146,45.4777,-1.45394,2.42236e-20
0.0665609,45.4347,-1.29744,-1.06144e-20
0.0721458,45.3976,-1.14864,9.86532e-21
0.0779136,45.3657,-1.00544,1.08456e-20
0.0839163,45.34,-0.869284,3.90814e-22
0.0895906,45.2963,-0.750731,-1.78109e-20
0.0938129,45.0443,-0.655646,-1.04369e-20
0.0973169,44.1407,-0.562449,3.68307e-20
0.100225,42.548,-0.465807,-5.27361e-21
0.102638,40.8627,-0.385071,-5.66019e-20
