y,U_0,U_1,U_2
0,0,0,0
1.15767e-05,-0.106439,-8.28218e-07,5.53432e-23
2.48888e-05,-0.311212,-0.000487919,-8.85428e-23
4.02163e-05,-0.493206,-0.0019695,5.03575e-22
5.78882e-05,-0.627386,-0.00476894,1.37386e-22
7.82917e-05,-0.688942,-0.00934394,-5.10075e-22
0.000101883,-0.682565,-0.0156657,6.7734e-22
0.000129201,-0.637639,-0.0235241,-1.7185e-22
0.000160882,-0.575677,-0.0330457,1.17835e-21
0.000197681,-0.504378,-0.0445189,1.11606e-21
0.000240493,-0.425403,-0.0582385,-1.50156e-21
0.000290379,-0.33835,-0.0745433,-2.31605e-21
0.000348605,-0.241982,-0.0938547,5.08534e-22
0.000416677,-0.134562,-0.116691,1.73733e-21
0.000496392,-0.0138901,-0.143677,2.61079e-21
0.000589899,0.122777,-0.175565,2.17082e-22
0.000699764,0.278877,-0.213248,-7.43379e-22
0.000829066,0.458775,-0.257795,9.40676e-23
0.000981493,0.6681,-0.310478,-8.6148e-21
0.00116147,0.914234,-0.37281,-1.54834e-22
0.00137434,1.20702,-0.446587,6.40616e-21
0.00162648,1.55981,-0.533935,-3.50841e-20
0.00192562,1.99106,-0.637343,-2.02093e-20
0.00228106,2.52676,-0.759747,2.07398e-20
0.00270401,3.15293,-0.894065,-6.92298e-21
0.00308362,3.80608,-1.02465,-1.31348e-20
0.00344943,4.46666,-1.14761,5.68239e-20
0.0038084,5.1555,-1.26707,-3.3573e-20
0.00416715,5.88603,-1.38512,3.23876e-20
0.00453208,6.67377,-1.50373,5.52766e-20
0.00490948,7.53679,-1.62479,-3.09253e-20
0.00530563,8.4962,-1.74982,9.30296e-21
0.00572698,9.58444,-1.87953,-7.94264e-20
0.00618017,10.8538,-2.01522,3.66171e-20
0.00667222,12.2975,-2.1518,2.5825e-20
0.0071306,13.823,-2.27968,-3.41255e-20
0.00758188,15.3841,-2.39791,3.76127e-20
0.00802708,16.9802,-2.50888,1.11918e-20
0.00846704,18.5958,-2.61282,-2.4143e-20
0.00890252,20.2167,-2.70967,-3.60765e-20
0.00933414,21.8266,-2.7993,1.27748e-22
0.00976245,23.4068,-2.88164,9.99339e-21
0.0101879,24.9376,-2.95666,0
0.0106109,26.4013,-3.02443,0
0.0110319,27.7852,-3.08507,4.29168e-21
0.011451,29.0831,-3.13854,-7.39894e-21
0.0118686,30.2982,-3.18408,-4.20251e-21
0.0122849,31.4423,-3.2208,7.48837e-21
0.0127,32.4908,-3.24739,-1.26244e-21
0.0130748,33.4129,-3.26392,6.10346e-21
0.0134728,34.2263,-3.27218,2.69898e-20
0.0138957,34.9335,-3.27302,1.2054e-20
0.0143452,35.5277,-3.26785,-4.71228e-20
0.0148233,36.0361,-3.25873,-1.75278e-20
0.0153318,36.4991,-3.24738,-1.50438e-21
0.0158732,36.9495,-3.23481,-7.99498e-22
0.0164499,37.4067,-3.22113,2.27488e-20
0.0170647,37.8797,-3.20622,-1.82054e-20
0.0177206,38.3706,-3.18992,-9.308e-20
0.018421,38.8802,-3.17206,-5.07501e-20
0.0191698,39.4089,-3.15248,-5.37232e-20
0.0191698,39.4089,-3.15248,-5.37232e-20
0.0199712,39.9768,-3.13021,-6.57836e-20
0.0209503,40.6031,-3.10386,6.28708e-20
0.0220143,41.2671,-3.07304,5.37351e-20
0.0231718,41.9488,-3.03736,-4.30864e-20
0.0244326,42.6433,-2.99609,-4.32737e-20
0.0258078,43.3227,-2.9488,4.83059e-21
0.0273099,43.9232,-2.8931,6.39299e-23
0.0289533,44.3642,-2.82375,6.41247e-20
0.0307544,44.5962,-2.73637,-5.77659e-20
0.0327322,44.6354,-2.63171,-6.14267e-21
0.0349085,44.5572,-2.51496,1.03772e-19
0.0373085,44.4671,-2.39266,-4.99948e-20
0.0399613,44.4495,-2.26986,-3.74111e-20
0.0429011,44.514,-2.14625,-1.39295e-21
0.0461675,44.5934,-2.01645,3.03479e-20
0.0498071,44.6263,-1.87747,-3.42274e-20
0.0538744,44.638,-1.73272,-3.18401e-20
0.0584337,44.6642,-1.58525,1.73407e-20
0.0631441,44.689,-1.44029,-8.65367e-22
0.0680914,44.7065,-1.29854,1.63608e-20
0.0732937,44.7223,-1.15926,7.63915e-21
0.0787704,44.7364,-1.02137,4.06363e-21
0.0845614,44.7459,-0.886027,-5.38076e-21
0.0903998,44.6823,-0.763474,-2.28115e-20
0.0945097,44.2562,-0.661817,6.46846e-21
0.0979158,43.0754,-0.559788,1.27243e-20
0.100739,41.3527,-0.460117,-3.79935e-21
0.103078,39.6975,-0.380119,-2.38717e-21
