y,U_0,U_1,U_2
0,0,0,0
1.15903e-05,-0.909167,-0.00021889,-9.49669e-23
2.51959e-05,-1.85524,-0.00122168,-1.01545e-21
4.11938e-05,-2.82119,-0.00359471,3.19672e-21
6.0036e-05,-3.65226,-0.0080754,1.86488e-21
8.22644e-05,-4.19451,-0.0147935,1.42167e-21
0.00010853,-4.47203,-0.023429,4.78071e-21
0.000139617,-4.59997,-0.0341131,-2.9289e-21
0.000176466,-4.65026,-0.0472838,-2.83677e-21
0.000220213,-4.65444,-0.0633885,3.50858e-21
0.000272229,-4.62598,-0.0829327,3.59699e-22
0.000334164,-4.5705,-0.106549,-1.96751e-21
0.000408017,-4.48975,-0.135026,8.20635e-21
0.000496201,-4.38318,-0.169326,-1.43407e-20
0.000601635,-4.24854,-0.210618,-1.38714e-20
0.000727854,-4.08203,-0.26031,1.36477e-20
0.000879141,-3.87809,-0.320103,4.97189e-21
0.00106069,-3.62896,-0.392043,1.6927e-20
0.00127878,-3.32397,-0.478591,-3.26001e-20
0.00154107,-2.94828,-0.582706,4.84134e-20
0.00185682,-2.48103,-0.707933,6.58738e-20
0.0022373,-1.89222,-0.858501,6.69155e-20
0.00269619,-1.13777,-1.03955,-1.35608e-19
0.00325013,-0.152491,-1.25725,-1.03963e-19
0.00391934,1.03399,-1.49487,4.44978e-20
0.00447964,2.25465,-1.71607,-3.70013e-20
0.00498729,3.43598,-1.9113,1.51499e-19
0.00545308,4.60446,-2.08901,-9.35699e-20
0.0058867,5.76765,-2.25299,-1.00549e-19
0.00629695,6.93654,-2.40656,1.01703e-21
0.00669189,8.12537,-2.55263,3.92814e-22
0.00707907,9.35137,-2.69377,-2.08033e-21
0.00746565,10.6346,-2.83219,1.50051e-19
0.00785851,11.9977,-2.96974,2.55051e-19
0.00826444,13.4171,-3.10347,-4.75559e-20
0.00863691,14.8258,-3.22732,-3.6567e-19
0.00899519,16.2078,-3.34079,-2.05279e-19
0.0093413,17.5779,-3.44584,2.1021e-19
0.00967694,18.936,-3.54292,1.59157e-19
0.0100036,20.2819,-3.63238,-5.53009e-20
0.0103226,21.6157,-3.71449,-5.30434e-20
0.0106349,22.9374,-3.78943,5.56529e-20
0.0109416,24.2464,-3.85731,4.56391e-20
0.0112433,25.541,-3.91813,-2.01431e-21
0.0115409,26.818,-3.97184,-6.514e-20
0.0118349,28.0717,-4.0183,1.01975e-20
0.0121258,29.2937,-4.05734,2.27481e-20
0.012414,30.4721,-4.08877,-1.00019e-20
0.0127,31.5662,-4.11199,-1.05621e-20
0.0129587,32.5545,-4.12736,1.18771e-20
0.0132347,33.4721,-4.13587,5.00703e-21
0.0135296,34.32,-4.13719,-5.96651e-20
0.0138449,35.0598,-4.13078,7.2119e-20
0.0141825,35.6743,-4.11716,-1.32339e-19
0.0145445,36.1767,-4.09765,-1.65365e-19
0.0149331,36.6002,-4.07363,4.86524e-20
0.0153511,36.9788,-4.04592,7.66569e-20
0.0158015,37.3374,-4.01478,-3.5418e-20
0.0162878,37.6912,-3.98017,-6.24448e-21
0.016814,38.0486,-3.94194,7.01258e-20
0.0173849,38.415,-3.89985,1.22356e-19
0.0173849,38.415,-3.89985,1.22356e-19
0.018006,38.8067,-3.85211,6.72267e-20
0.0187638,39.239,-3.79666,-1.21274e-19
0.0196001,39.7039,-3.7343,-9.92932e-20
0.0205255,40.1934,-3.66607,-5.02306e-19
0.0215519,40.7103,-3.59177,-2.12576e-19
0.0226935,41.2583,-3.51121,4.29654e-19
0.023967,41.8415,-3.42423,1.75942e-19
0.0253917,42.4639,-3.33059,-7.10044e-20
0.0269906,43.1273,-3.22994,1.10493e-19
0.0287908,43.827,-3.1218,-1.36291e-19
0.0308242,44.5393,-3.00544,-7.46999e-20
0.033129,45.1921,-2.8782,1.38025e-19
0.0357502,45.6584,-2.73295,-6.98716e-20
0.0387416,45.8314,-2.5625,5.57222e-20
0.042167,45.7427,-2.36847,1.02297e-20
0.0461029,45.5993,-2.16861,-1.00198e-19
0.0506405,45.5832,-1.9702,-2.13427e-21
0.0558892,45.5965,-1.76981,3.85085e-20
0.061146,45.5677,-1.58222,1.90445e-20
0.0665609,45.5517,-1.40893,-8.52465e-21
0.0721458,45.537,-1.24589,8.00519e-21
0.0779136,45.5225,-1.09111,8.713e-21
0.0839163,45.4488,-0.945424,4.10674e-22
0.0895906,45.0004,-0.808513,-1.4965e-20
0.0938129,43.8457,-0.673023,-8.32691e-21
0.0973169,42.3618,-0.553789,3.14188e-20
0.100225,41.0519,-0.461094,-3.97395e-21
0.102638,39.8908,-0.38373,-4.66966e-20
