y,U.mag,U_0,U_1,U_2
1.70768,42.4424,42.3034,-3.43099,-3.58461e-21
1.73712,42.6113,42.4743,-3.41434,4.8611e-21
1.76996,42.7822,42.6472,-3.39535,-4.72619e-20
1.80655,42.9471,42.8144,-3.37302,1.25509e-21
1.84728,43.0912,42.9611,-3.346,3.72614e-20
1.89255,43.2015,43.0743,-3.31282,-6.74214e-20
1.9428,43.271,43.1471,-3.27263,2.44247e-20
1.99849,43.2988,43.1785,-3.22522,6.91516e-20
2.06009,43.2898,43.1735,-3.17076,-5.88854e-20
2.12809,43.2561,43.1441,-3.11001,2.61805e-20
2.20301,43.217,43.1097,-3.04439,2.1509e-21
2.28535,43.1947,43.0921,-2.9755,-1.2287e-21
2.37559,43.2046,43.1068,-2.90448,1.82001e-21
2.47424,43.246,43.1532,-2.83127,-9.99189e-20
2.58172,43.3004,43.2126,-2.75451,-4.35432e-20
2.69844,43.3431,43.2606,-2.67259,3.50347e-20
2.82473,43.3633,43.2861,-2.58521,3.23315e-20
2.96084,43.3728,43.301,-2.49384,3.28654e-20
3.10691,43.3912,43.3247,-2.40039,-2.95878e-20
3.26296,43.4207,43.3595,-2.30517,-2.29276e-21
3.42888,43.4468,43.3907,-2.20761,2.80909e-20
3.60438,43.4642,43.413,-2.10826,3.28665e-22
3.78902,43.482,43.4356,-2.00859,2.56693e-20
3.98218,43.502,43.4601,-1.90891,-2.40223e-20
4.18307,43.5183,43.4806,-1.80954,-2.54236e-20
4.39071,43.5329,43.4992,-1.71145,2.44325e-20
4.60398,43.5471,43.5171,-1.61496,-1.34515e-22
4.82159,43.5593,43.5327,-1.52064,-1.57323e-22
5.04218,43.5704,43.547,-1.42893,1.50753e-35
5.26426,43.5803,43.5596,-1.34017,-1.66813e-33
5.48633,43.589,43.571,-1.25472,4.74482e-20
5.70687,43.5968,43.581,-1.17279,-2.47624e-20
5.92439,43.6036,43.5899,-1.09462,-4.76335e-20
6.1375,43.6097,43.5977,-1.02032,2.46007e-20
6.34489,43.6149,43.6046,-0.950004,1.0294e-22
6.54539,43.6196,43.6106,-0.883701,-5.72334e-23
6.73802,43.6237,43.616,-0.821439,-1.44866e-20
6.92195,43.6274,43.6207,-0.763165,1.60235e-20
7.09653,43.631,43.6252,-0.708859,3.0576e-20
7.26132,43.6341,43.6291,-0.658444,-1.72691e-20
7.41603,43.6313,43.627,-0.611904,-1.72921e-20
7.56054,43.5972,43.5935,-0.568729,0
7.6949,43.463,43.4598,-0.527332,0
7.81927,43.1243,43.1216,-0.48449,-1.19322e-20
7.93391,42.5318,42.5295,-0.438726,1.29687e-21
8.0392,41.7796,41.7777,-0.394043,1.31902e-20
8.13555,41.0198,41.0182,-0.354017,-1.63544e-20
8.22344,40.3217,40.3204,-0.317919,-1.63389e-20
8.30339,39.6806,39.6796,-0.285183,2.00081e-20
8.37592,39.0846,39.0837,-0.255825,1.9995e-20
8.44155,38.5269,38.5262,-0.229375,7.70548e-35
8.50082,38.0003,37.9998,-0.205526,-8.41445e-35
8.55423,37.4981,37.4977,-0.183968,-8.82e-34
8.60229,37.0148,37.0144,-0.16449,-1.64365e-20
8.64545,36.5462,36.546,-0.146885,1.71843e-21
8.68417,36.089,36.0888,-0.130982,1.81477e-20
8.71885,35.6405,35.6403,-0.116631,-4.7553e-23
8.74989,35.1988,35.1986,-0.103698,6.48652e-24
8.77763,34.7629,34.7628,-0.0920591,-7.06677e-24
8.80241,34.3321,34.332,-0.0816014,-7.25494e-21
8.82452,33.9061,33.906,-0.0722189,8.4645e-21
8.84423,33.4844,33.4844,-0.0638157,7.16617e-21
8.86181,33.0669,33.0669,-0.0563031,-1.765e-20
8.87746,32.6534,32.6533,-0.0495994,7.05116e-22
8.89139,32.2436,32.2436,-0.0436287,4.55627e-21
8.90379,31.8374,31.8374,-0.0383212,-5.27564e-21
8.91482,31.4347,31.4347,-0.0336118,6.04036e-21
8.92463,31.0352,31.0352,-0.0294407,6.0099e-21
8.93334,30.6385,30.6385,-0.0257526,-6.76698e-21
8.94109,30.2445,30.2444,-0.0224968,3.88988e-22
8.94798,29.8525,29.8525,-0.0196269,3.39401e-21
8.95409,29.4622,29.4622,-0.0171005,-1.81342e-21
8.95953,29.0731,29.0731,-0.0148793,6.06238e-21
8.96435,28.6845,28.6845,-0.0129286,-1.68044e-22
8.96863,28.2957,28.2957,-0.011217,-2.05026e-21
8.97244,27.906,27.9059,-0.00971654,2.23173e-21
8.97581,27.5144,27.5144,-0.00840224,1.21641e-21
8.97881,27.1202,27.1201,-0.00725174,1.21643e-21
8.98147,26.7221,26.7221,-0.00624525,-1.32045e-21
8.98383,26.319,26.319,-0.00536522,-6.35202e-22
8.98593,25.9094,25.9094,-0.00459616,-2.46713e-23
8.98779,25.4918,25.4917,-0.00392442,-7.09935e-22
8.98944,25.064,25.064,-0.00333798,7.79408e-22
8.9909,24.6239,24.6238,-0.00282626,-8.59663e-22
8.9922,24.1684,24.1683,-0.00238,-3.40217e-22
8.99336,23.6939,23.6938,-0.00199109,1.29885e-21
8.99438,23.1956,23.1956,-0.00165242,-4.93283e-22
8.99529,22.6674,22.6674,-0.00135778,-3.59345e-22
8.99609,22.1007,22.1007,-0.00110175,-1.59575e-22
8.99681,21.4834,21.4833,-0.000879653,-4.7715e-23
8.99744,20.7973,20.7973,-0.000687395,2.45514e-22
8.99801,20.0139,20.0139,-0.000521377,-5.57725e-23
8.9985,19.0847,19.0847,-0.000378421,-1.24689e-22
8.99895,17.9176,17.9176,-0.000256906,-5.73287e-23
8.99934,16.2929,16.2929,-0.000159104,-7.32875e-24
8.99969,13.2717,13.2717,-8.52057e-05,-1.92008e-23
9,0,0,0,0
