y,U.mag,U_0,U_1,U_2
1.04544,33.3449,33.3321,-0.925233,1.02359e-19
1.05321,34.6379,34.626,-0.910614,-9.15312e-20
1.06169,35.7613,35.7501,-0.896329,2.41507e-20
1.07107,36.5801,36.5693,-0.889021,1.57035e-18
1.0816,37.1172,37.1065,-0.891031,-5.9905e-19
1.09357,37.5135,37.5027,-0.899663,-1.96749e-18
1.10739,37.8726,37.8616,-0.911752,5.18718e-19
1.12354,38.2393,38.2281,-0.925369,1.13093e-18
1.14266,38.6305,38.619,-0.939821,-9.56099e-19
1.16554,39.0509,39.0392,-0.955144,-9.34727e-20
1.1932,39.5026,39.4907,-0.971748,1.03674e-19
1.22689,39.9913,39.979,-0.990155,-1.05832e-19
1.26878,40.529,40.5164,-1.01096,1.18913e-18
1.3219,41.1304,41.1174,-1.03474,1.05795e-19
1.389,41.811,41.7975,-1.06192,-9.6574e-20
1.47342,42.5919,42.5779,-1.09283,6.87078e-20
1.57905,43.4994,43.4847,-1.12735,-5.96196e-20
1.71033,44.5308,44.5156,-1.16448,4.18533e-20
1.87215,45.5482,45.5324,-1.20011,-1.66868e-19
2.06959,46.1916,46.1755,-1.21759,0
2.30752,46.2297,46.2138,-1.2129,1.70868e-33
2.59002,46.0162,46.0006,-1.19816,2.88652e-34
2.91959,45.8542,45.8392,-1.1713,1.18801e-19
3.29629,45.6931,45.6792,-1.12813,1.15031e-19
3.7169,45.5359,45.5233,-1.06991,-9.83127e-20
4.17441,45.3906,45.3796,-0.997796,-9.72151e-20
4.65805,45.2611,45.2518,-0.915209,6.75762e-22
5.15407,45.1504,45.1428,-0.826415,4.4043e-34
5.64716,45.059,45.053,-0.73561,-4.24113e-22
6.12229,44.9864,44.9817,-0.646974,-4.168e-20
6.56652,44.9303,44.9267,-0.563377,5.07397e-20
6.97022,44.889,44.8863,-0.487372,9.08133e-20
7.32773,44.8586,44.8566,-0.420151,-6.02775e-20
7.63711,44.7875,44.786,-0.363453,-5.86319e-20
7.89956,44.3866,44.3855,-0.310016,4.20616e-20
8.11843,43.2868,43.2861,-0.251216,-6.39211e-20
8.29839,41.8316,41.8312,-0.198439,-4.72811e-21
8.44464,40.5374,40.5371,-0.157573,5.77099e-20
8.56236,39.4226,39.4224,-0.124576,-4.18611e-20
8.6564,38.4289,38.4288,-0.0986622,3.32541e-20
8.73107,37.5063,37.5062,-0.0777651,1.23123e-20
8.79007,36.6226,36.6226,-0.0610933,-2.09239e-20
8.83651,35.7619,35.7619,-0.0477611,-6.49411e-20
8.87295,34.9164,34.9164,-0.0371571,-2.48706e-20
8.90149,34.0809,34.0809,-0.0287453,3.99606e-20
8.92379,33.2515,33.2515,-0.0221054,-1.46755e-20
8.9412,32.4249,32.4249,-0.0168915,2.78886e-21
8.95476,31.5981,31.5981,-0.0128204,1.74291e-20
8.96533,30.7671,30.7671,-0.00965965,0
8.97356,29.9271,29.9271,-0.00721936,6.71171e-21
8.97996,29.0718,29.0718,-0.00534532,2.89951e-21
8.98494,28.1926,28.1926,-0.00391336,-8.06458e-21
8.98881,27.2777,27.2777,-0.00282447,-6.64925e-21
8.99182,26.3098,26.3098,-0.00200047,-2.40341e-21
8.99416,25.2623,25.2623,-0.00137976,3.9517e-21
8.99597,24.0918,24.0918,-0.000913558,3.0111e-21
8.99739,22.7221,22.7221,-0.000567382,-1.25091e-21
8.99848,20.9754,20.9754,-0.000328667,1.70352e-22
8.99934,17.8735,17.8735,-0.000181039,4.74021e-22
9,0,0,0,0
