"U:0","U:1","U:2","arc_length","Points:0","Points:1","Points:2"
45.587,-1.7954,-1.4331e-21,0.050641,0.0508,0.050641,0
45.526,-1.6211,4.9523e-20,0.055889,0.0508,0.055889,0
45.526,-1.6196,4.9636e-20,0.055889,0.0508,0.055889,0
45.478,-1.4543,2.4361e-20,0.061146,0.0508,0.061146,0
45.478,-1.4529,2.4103e-20,0.061146,0.0508,0.061146,0
45.435,-1.2977,-1.0548e-20,0.066561,0.0508,0.066561,0
45.435,-1.2965,-1.0611e-20,0.066561,0.0508,0.066561,0
45.398,-1.1489,9.9313e-21,0.072146,0.0508,0.072146,0
45.398,-1.1478,1.0019e-20,0.072146,0.0508,0.072146,0
45.366,-1.0057,1.0761e-20,0.077914,0.0508,0.077914,0
45.366,-1.0046,1.0724e-20,0.077914,0.0508,0.077914,0
45.34,-0.87019,3.3464e-22,0.083916,0.0508,0.083916,0
45.34,-0.8692,2.243e-22,0.083916,0.0508,0.083916,0
45.297,-0.75242,-1.7087e-20,0.089591,0.0508,0.089591,0
45.296,-0.75142,-1.7123e-20,0.089591,0.0508,0.089591,0
45.048,-0.65677,-1.0855e-20,0.093813,0.0508,0.093813,0
45.04,-0.65565,-1.0509e-20,0.093813,0.0508,0.093813,0
44.151,-0.56362,3.6641e-20,0.097317,0.0508,0.097317,0
44.132,-0.56225,3.6622e-20,0.097317,0.0508,0.097317,0
42.564,-0.46698,-4.7861e-21,0.10022,0.0508,0.10022,0
42.536,-0.46545,-5.6077e-21,0.10022,0.0508,0.10022,0
40.881,-0.38615,-5.6321e-20,0.10264,0.0508,0.10264,0
40.849,-0.38464,-5.5973e-20,0.10264,0.0508,0.10264,0
39.435,-0.32104,1.5702e-20,0.10464,0.0508,0.10464,0
39.401,-0.31956,1.6893e-20,0.10464,0.0508,0.10464,0
38.169,-0.26698,4.175e-20,0.1063,0.0508,0.1063,0
38.132,-0.2655,4.1191e-20,0.1063,0.0508,0.1063,0
37.025,-0.22272,-1.189e-20,0.10768,0.0508,0.10768,0
36.984,-0.22124,-1.2518e-20,0.10768,0.0508,0.10768,0
35.96,-0.18541,1.1026e-21,0.10883,0.0508,0.10883,0
35.914,-0.1839,1.3143e-21,0.10883,0.0508,0.10883,0
34.944,-0.15407,-1.5328e-21,0.10978,0.0508,0.10978,0
34.89,-0.15254,-1.3353e-21,0.10978,0.0508,0.10978,0
33.957,-0.12756,7.4082e-21,0.11056,0.0508,0.11056,0
33.894,-0.126,7.3008e-21,0.11056,0.0508,0.11056,0
32.987,-0.10517,-2.7198e-21,0.11122,0.0508,0.11122,0
32.912,-0.10359,-3.8435e-21,0.11122,0.0508,0.11122,0
32.027,-0.086289,-2.0062e-20,0.11176,0.0508,0.11176,0
31.937,-0.084685,-1.9752e-20,0.11176,0.0508,0.11176,0
31.072,-0.070402,-1.0571e-21,0.11221,0.0508,0.11221,0
30.964,-0.068778,0,0.11221,0.0508,0.11221,0
30.117,-0.057084,0,0.11259,0.0508,0.11259,0
29.986,-0.055449,1.3642e-21,0.11259,0.0508,0.11259,0
29.158,-0.045972,1.7133e-20,0.1129,0.0508,0.1129,0
28.999,-0.044333,1.6626e-20,0.1129,0.0508,0.1129,0
28.189,-0.036751,-6.8617e-22,0.11315,0.0508,0.11315,0
27.994,-0.035117,-3.6867e-21,0.11315,0.0508,0.11315,0
27.204,-0.029141,-1.1976e-20,0.11337,0.0508,0.11337,0
26.963,-0.027523,-1.0389e-20,0.11337,0.0508,0.11337,0
26.194,-0.022901,5.2324e-21,0.11355,0.0508,0.11355,0
25.893,-0.021308,5.1121e-21,0.11355,0.0508,0.11355,0
25.148,-0.017813,-7.4637e-21,0.11369,0.0508,0.11369,0
24.765,-0.016256,-1.03e-20,0.11369,0.0508,0.11369,0
24.049,-0.01369,-1.0301e-20,0.11381,0.0508,0.11381,0
23.556,-0.012179,-5.637e-21,0.11381,0.0508,0.11381,0
22.877,-0.010371,5.7049e-21,0.11392,0.0508,0.11392,0
22.224,-0.0089136,6.9942e-21,0.11392,0.0508,0.11392,0
21.597,-0.0077154,1.3304e-21,0.114,0.0508,0.114,0
20.707,-0.0063234,-4.6034e-21,0.114,0.0508,0.114,0
20.163,-0.0056094,-7.2976e-21,0.11407,0.0508,0.11407,0
18.894,-0.0042958,-1.0272e-20,0.11407,0.0508,0.11407,0
18.492,-0.0039566,-1.0493e-20,0.11413,0.0508,0.11413,0
16.577,-0.002728,-2.1804e-21,0.11413,0.0508,0.11413,0
16.457,-0.0026667,-1.2798e-21,0.11418,0.0508,0.11418,0
13.408,-0.0015221,7.8975e-21,0.11418,0.0508,0.11418,0
13.887,-0.0016623,7.7831e-21,0.11422,0.0508,0.11422,0
9.1706,-0.0006463,-6.173e-21,0.11422,0.0508,0.11422,0
10.732,-0.00090254,1.771e-21,0.11425,0.0508,0.11425,0
4.4359,-0.00015032,-7.8686e-23,0.11425,0.0508,0.11425,0
7.1983,-0.00037955,-1.0093e-20,0.11428,0.0508,0.11428,0
nan,nan,nan,0.11428,0.0508,0.11428,0
3.7414,-9.2686e-05,2.4392e-21,0.1143,0.0508,0.1143,0
nan,nan,nan,0.1143,0.0508,0.1143,0
nan,nan,nan,0.2,0.0508,0.2,0
