"U:0","U:1","U:2","arc_length","Points:0","Points:1","Points:2"
43.756,-0.65106,3.2397e-20,0.0824,0.127,0.0824,0
43.756,-0.64831,3.2722e-20,0.0826,0.127,0.0826,0
43.755,-0.64556,3.3048e-20,0.0828,0.127,0.0828,0
43.755,-0.64281,3.3373e-20,0.083,0.127,0.083,0
43.755,-0.64006,3.3698e-20,0.0832,0.127,0.0832,0
43.755,-0.63732,3.4024e-20,0.0834,0.127,0.0834,0
43.754,-0.63457,3.4349e-20,0.0836,0.127,0.0836,0
43.754,-0.63182,3.4674e-20,0.0838,0.127,0.0838,0
43.754,-0.62907,3.4999e-20,0.084,0.127,0.084,0
43.753,-0.62632,3.5325e-20,0.0842,0.127,0.0842,0
43.753,-0.62357,3.565e-20,0.0844,0.127,0.0844,0
43.753,-0.62082,3.5975e-20,0.0846,0.127,0.0846,0
43.753,-0.61808,3.63e-20,0.0848,0.127,0.0848,0
43.752,-0.61533,3.6626e-20,0.085,0.127,0.085,0
43.752,-0.61258,3.6951e-20,0.0852,0.127,0.0852,0
43.752,-0.60983,3.7276e-20,0.0854,0.127,0.0854,0
43.751,-0.60708,3.7602e-20,0.0856,0.127,0.0856,0
43.751,-0.60433,3.7927e-20,0.0858,0.127,0.0858,0
43.751,-0.60159,3.8252e-20,0.086,0.127,0.086,0
43.75,-0.59884,3.8577e-20,0.0862,0.127,0.0862,0
43.75,-0.59609,3.8903e-20,0.0864,0.127,0.0864,0
43.748,-0.59336,3.8214e-20,0.0866,0.127,0.0866,0
43.738,-0.59072,3.3356e-20,0.0868,0.127,0.0868,0
43.728,-0.58808,2.8498e-20,0.087,0.127,0.087,0
43.718,-0.58544,2.364e-20,0.0872,0.127,0.0872,0
43.708,-0.5828,1.8782e-20,0.0874,0.127,0.0874,0
43.698,-0.58017,1.3924e-20,0.0876,0.127,0.0876,0
43.688,-0.57753,9.0654e-21,0.0878,0.127,0.0878,0
43.678,-0.57489,4.2074e-21,0.088,0.127,0.088,0
43.668,-0.57225,-6.5077e-22,0.0882,0.127,0.0882,0
43.658,-0.56961,-5.5088e-21,0.0884,0.127,0.0884,0
43.648,-0.56697,-1.0367e-20,0.0886,0.127,0.0886,0
43.638,-0.56433,-1.5225e-20,0.0888,0.127,0.0888,0
43.628,-0.56169,-2.0083e-20,0.089,0.127,0.089,0
43.618,-0.55905,-2.4941e-20,0.0892,0.127,0.0892,0
43.608,-0.55641,-2.9799e-20,0.0894,0.127,0.0894,0
43.598,-0.55377,-3.4657e-20,0.0896,0.127,0.0896,0
43.587,-0.55113,-3.9515e-20,0.0898,0.127,0.0898,0
43.577,-0.54849,-4.4374e-20,0.09,0.127,0.09,0
43.567,-0.54585,-4.9232e-20,0.0902,0.127,0.0902,0
43.557,-0.54322,-5.409e-20,0.0904,0.127,0.0904,0
43.547,-0.54058,-5.8948e-20,0.0906,0.127,0.0906,0
43.537,-0.53794,-6.3806e-20,0.0908,0.127,0.0908,0
43.527,-0.5353,-6.8664e-20,0.091,0.127,0.091,0
43.517,-0.53266,-7.3522e-20,0.0912,0.127,0.0912,0
43.507,-0.53002,-7.838e-20,0.0914,0.127,0.0914,0
43.497,-0.52738,-8.3238e-20,0.0916,0.127,0.0916,0
43.487,-0.52474,-8.8096e-20,0.0918,0.127,0.0918,0
43.477,-0.5221,-9.2954e-20,0.092,0.127,0.092,0
43.467,-0.51946,-9.7813e-20,0.0922,0.127,0.0922,0
43.431,-0.51587,-9.8173e-20,0.0924,0.127,0.0924,0
43.381,-0.51176,-9.6036e-20,0.0926,0.127,0.0926,0
43.33,-0.50765,-9.3898e-20,0.0928,0.127,0.0928,0
43.279,-0.50353,-9.1761e-20,0.093,0.127,0.093,0
43.229,-0.49942,-8.9623e-20,0.0932,0.127,0.0932,0
43.178,-0.4953,-8.7486e-20,0.0934,0.127,0.0934,0
43.128,-0.49119,-8.5348e-20,0.0936,0.127,0.0936,0
43.077,-0.48707,-8.3211e-20,0.0938,0.127,0.0938,0
43.027,-0.48296,-8.1073e-20,0.094,0.127,0.094,0
42.976,-0.47884,-7.8935e-20,0.0942,0.127,0.0942,0
42.926,-0.47473,-7.6798e-20,0.0944,0.127,0.0944,0
42.875,-0.47061,-7.466e-20,0.0946,0.127,0.0946,0
42.825,-0.4665,-7.2523e-20,0.0948,0.127,0.0948,0
42.774,-0.46238,-7.0385e-20,0.095,0.127,0.095,0
42.724,-0.45827,-6.8248e-20,0.0952,0.127,0.0952,0
42.673,-0.45416,-6.611e-20,0.0954,0.127,0.0954,0
42.622,-0.45004,-6.3973e-20,0.0956,0.127,0.0956,0
42.572,-0.44593,-6.1835e-20,0.0958,0.127,0.0958,0
42.521,-0.44181,-5.9698e-20,0.096,0.127,0.096,0
42.438,-0.43711,-5.672e-20,0.0962,0.127,0.0962,0
42.332,-0.43203,-5.3204e-20,0.0964,0.127,0.0964,0
42.227,-0.42696,-4.9687e-20,0.0966,0.127,0.0966,0
42.122,-0.42188,-4.617e-20,0.0968,0.127,0.0968,0
42.016,-0.4168,-4.2654e-20,0.097,0.127,0.097,0
41.911,-0.41173,-3.9137e-20,0.0972,0.127,0.0972,0
41.806,-0.40665,-3.562e-20,0.0974,0.127,0.0974,0
41.701,-0.40158,-3.2104e-20,0.0976,0.127,0.0976,0
41.595,-0.3965,-2.8587e-20,0.0978,0.127,0.0978,0
41.49,-0.39142,-2.507e-20,0.098,0.127,0.098,0
41.385,-0.38635,-2.1554e-20,0.0982,0.127,0.0982,0
41.279,-0.38127,-1.8037e-20,0.0984,0.127,0.0984,0
41.174,-0.37619,-1.452e-20,0.0986,0.127,0.0986,0
41.069,-0.37112,-1.1004e-20,0.0988,0.127,0.0988,0
40.964,-0.36604,-7.4872e-21,0.099,0.127,0.099,0
40.858,-0.36096,-3.9705e-21,0.0992,0.127,0.0992,0
40.726,-0.35576,-1.2418e-21,0.0994,0.127,0.0994,0
40.589,-0.35054,1.3507e-21,0.0996,0.127,0.0996,0
40.451,-0.34533,3.943e-21,0.0998,0.127,0.0998,0
40.314,-0.34011,6.5355e-21,0.1,0.127,0.1,0
40.177,-0.33489,9.128e-21,0.1002,0.127,0.1002,0
40.04,-0.32967,1.172e-20,0.1004,0.127,0.1004,0
39.903,-0.32445,1.4313e-20,0.1006,0.127,0.1006,0
39.766,-0.31923,1.6905e-20,0.1008,0.127,0.1008,0
39.629,-0.31401,1.9498e-20,0.101,0.127,0.101,0
39.491,-0.30879,2.209e-20,0.1012,0.127,0.1012,0
39.354,-0.30357,2.4682e-20,0.1014,0.127,0.1014,0
39.217,-0.29835,2.7275e-20,0.1016,0.127,0.1016,0
39.08,-0.29313,2.9867e-20,0.1018,0.127,0.1018,0
38.939,-0.28819,3.1351e-20,0.102,0.127,0.102,0
38.798,-0.28333,3.2572e-20,0.1022,0.127,0.1022,0
38.656,-0.27846,3.3793e-20,0.1024,0.127,0.1024,0
38.514,-0.27359,3.5013e-20,0.1026,0.127,0.1026,0
38.373,-0.26873,3.6234e-20,0.1028,0.127,0.1028,0
38.231,-0.26386,3.7455e-20,0.103,0.127,0.103,0
38.089,-0.25899,3.8676e-20,0.1032,0.127,0.1032,0
37.948,-0.25413,3.9897e-20,0.1034,0.127,0.1034,0
37.806,-0.24926,4.1118e-20,0.1036,0.127,0.1036,0
37.664,-0.2444,4.2339e-20,0.1038,0.127,0.1038,0
37.523,-0.23953,4.3461e-20,0.104,0.127,0.104,0
37.375,-0.23462,3.4885e-20,0.1042,0.127,0.1042,0
37.228,-0.2297,2.6308e-20,0.1044,0.127,0.1044,0
37.08,-0.22479,1.773e-20,0.1046,0.127,0.1046,0
36.933,-0.21987,9.1536e-21,0.1048,0.127,0.1048,0
36.785,-0.21496,5.7648e-22,0.105,0.127,0.105,0
36.638,-0.21005,-8.0003e-21,0.1052,0.127,0.1052,0
36.49,-0.20513,-1.6577e-20,0.1054,0.127,0.1054,0
36.342,-0.20022,-2.5154e-20,0.1056,0.127,0.1056,0
36.194,-0.19531,-3.301e-20,0.1058,0.127,0.1058,0
36.032,-0.19039,-3.1314e-20,0.106,0.127,0.106,0
35.87,-0.18547,-2.9618e-20,0.1062,0.127,0.1062,0
35.707,-0.18056,-2.7922e-20,0.1064,0.127,0.1064,0
35.545,-0.17564,-2.6226e-20,0.1066,0.127,0.1066,0
35.383,-0.17073,-2.453e-20,0.1068,0.127,0.1068,0
35.221,-0.16581,-2.2834e-20,0.107,0.127,0.107,0
35.059,-0.16089,-2.1138e-20,0.1072,0.127,0.1072,0
34.882,-0.15594,-1.1702e-20,0.1074,0.127,0.1074,0
34.698,-0.15096,1.564e-21,0.1076,0.127,0.1076,0
34.514,-0.14598,1.4829e-20,0.1078,0.127,0.1078,0
34.33,-0.141,2.8095e-20,0.108,0.127,0.108,0
34.146,-0.13602,4.136e-20,0.1082,0.127,0.1082,0
33.962,-0.13104,5.4625e-20,0.1084,0.127,0.1084,0
33.763,-0.12604,6.1832e-20,0.1086,0.127,0.1086,0
33.551,-0.12101,6.3911e-20,0.1088,0.127,0.1088,0
33.339,-0.11599,6.5989e-20,0.109,0.127,0.109,0
33.127,-0.11097,6.8068e-20,0.1092,0.127,0.1092,0
32.915,-0.10595,7.0146e-20,0.1094,0.127,0.1094,0
32.687,-0.10092,6.5672e-20,0.1096,0.127,0.1096,0
32.44,-0.095888,5.3763e-20,0.1098,0.127,0.1098,0
32.194,-0.090858,4.1853e-20,0.11,0.127,0.11,0
31.947,-0.085827,2.9943e-20,0.1102,0.127,0.1102,0
31.69,-0.080808,1.9365e-20,0.1104,0.127,0.1104,0
31.401,-0.075822,1.242e-20,0.1106,0.127,0.1106,0
31.113,-0.070835,5.4756e-21,0.1108,0.127,0.1108,0
30.824,-0.065849,-1.4692e-21,0.111,0.127,0.111,0
30.496,-0.060941,-5.9799e-21,0.1112,0.127,0.1112,0
30.156,-0.056054,-9.845e-21,0.1114,0.127,0.1114,0
29.817,-0.051167,-1.371e-20,0.1116,0.127,0.1116,0
29.422,-0.046417,-1.5409e-21,0.1118,0.127,0.1118,0
29.021,-0.04168,1.2199e-20,0.112,0.127,0.112,0
28.581,-0.037047,5.8523e-21,0.1122,0.127,0.1122,0
28.106,-0.032505,-1.8561e-20,0.1124,0.127,0.1124,0
27.58,-0.028089,-2.2601e-20,0.1126,0.127,0.1126,0
27.014,-0.023775,-1.0116e-20,0.1128,0.127,0.1128,0
26.344,-0.019687,1.5351e-21,0.113,0.127,0.113,0
25.582,-0.015764,-3.0303e-21,0.1132,0.127,0.1132,0
24.676,-0.012066,-5.5245e-21,0.1134,0.127,0.1134,0
23.538,-0.0086374,6.0927e-22,0.1136,0.127,0.1136,0
21.984,-0.0055276,1.0307e-20,0.1138,0.127,0.1138,0
19.416,-0.0028159,-1.206e-20,0.114,0.127,0.114,0
12.204,-0.00060256,-1.5379e-21,0.1142,0.127,0.1142,0
nan,nan,nan,0.1144,0.127,0.1144,0
nan,nan,nan,0.1146,0.127,0.1146,0
nan,nan,nan,0.1148,0.127,0.1148,0
nan,nan,nan,0.115,0.127,0.115,0
nan,nan,nan,0.1152,0.127,0.1152,0
nan,nan,nan,0.1154,0.127,0.1154,0
nan,nan,nan,0.1156,0.127,0.1156,0
nan,nan,nan,0.1158,0.127,0.1158,0
nan,nan,nan,0.116,0.127,0.116,0
nan,nan,nan,0.1162,0.127,0.1162,0
nan,nan,nan,0.1164,0.127,0.1164,0
nan,nan,nan,0.1166,0.127,0.1166,0
nan,nan,nan,0.1168,0.127,0.1168,0
nan,nan,nan,0.117,0.127,0.117,0
nan,nan,nan,0.1172,0.127,0.1172,0
nan,nan,nan,0.1174,0.127,0.1174,0
nan,nan,nan,0.1176,0.127,0.1176,0
nan,nan,nan,0.1178,0.127,0.1178,0
nan,nan,nan,0.118,0.127,0.118,0
nan,nan,nan,0.1182,0.127,0.1182,0
nan,nan,nan,0.1184,0.127,0.1184,0
nan,nan,nan,0.1186,0.127,0.1186,0
nan,nan,nan,0.1188,0.127,0.1188,0
nan,nan,nan,0.119,0.127,0.119,0
nan,nan,nan,0.1192,0.127,0.1192,0
nan,nan,nan,0.1194,0.127,0.1194,0
nan,nan,nan,0.1196,0.127,0.1196,0
nan,nan,nan,0.1198,0.127,0.1198,0
nan,nan,nan,0.12,0.127,0.12,0
nan,nan,nan,0.1202,0.127,0.1202,0
nan,nan,nan,0.1204,0.127,0.1204,0
nan,nan,nan,0.1206,0.127,0.1206,0
nan,nan,nan,0.1208,0.127,0.1208,0
nan,nan,nan,0.121,0.127,0.121,0
nan,nan,nan,0.1212,0.127,0.1212,0
nan,nan,nan,0.1214,0.127,0.1214,0
nan,nan,nan,0.1216,0.127,0.1216,0
nan,nan,nan,0.1218,0.127,0.1218,0
nan,nan,nan,0.122,0.127,0.122,0
nan,nan,nan,0.1222,0.127,0.1222,0
nan,nan,nan,0.1224,0.127,0.1224,0
nan,nan,nan,0.1226,0.127,0.1226,0
nan,nan,nan,0.1228,0.127,0.1228,0
nan,nan,nan,0.123,0.127,0.123,0
nan,nan,nan,0.1232,0.127,0.1232,0
nan,nan,nan,0.1234,0.127,0.1234,0
nan,nan,nan,0.1236,0.127,0.1236,0
nan,nan,nan,0.1238,0.127,0.1238,0
nan,nan,nan,0.124,0.127,0.124,0
nan,nan,nan,0.1242,0.127,0.1242,0
nan,nan,nan,0.1244,0.127,0.1244,0
nan,nan,nan,0.1246,0.127,0.1246,0
nan,nan,nan,0.1248,0.127,0.1248,0
nan,nan,nan,0.125,0.127,0.125,0
nan,nan,nan,0.1252,0.127,0.1252,0
nan,nan,nan,0.1254,0.127,0.1254,0
nan,nan,nan,0.1256,0.127,0.1256,0
nan,nan,nan,0.1258,0.127,0.1258,0
nan,nan,nan,0.126,0.127,0.126,0
nan,nan,nan,0.1262,0.127,0.1262,0
nan,nan,nan,0.1264,0.127,0.1264,0
nan,nan,nan,0.1266,0.127,0.1266,0
nan,nan,nan,0.1268,0.127,0.1268,0
nan,nan,nan,0.127,0.127,0.127,0
nan,nan,nan,0.1272,0.127,0.1272,0
nan,nan,nan,0.1274,0.127,0.1274,0
nan,nan,nan,0.1276,0.127,0.1276,0
nan,nan,nan,0.1278,0.127,0.1278,0
nan,nan,nan,0.128,0.127,0.128,0
nan,nan,nan,0.1282,0.127,0.1282,0
nan,nan,nan,0.1284,0.127,0.1284,0
nan,nan,nan,0.1286,0.127,0.1286,0
nan,nan,nan,0.1288,0.127,0.1288,0
nan,nan,nan,0.129,0.127,0.129,0
nan,nan,nan,0.1292,0.127,0.1292,0
nan,nan,nan,0.1294,0.127,0.1294,0
nan,nan,nan,0.1296,0.127,0.1296,0
nan,nan,nan,0.1298,0.127,0.1298,0
nan,nan,nan,0.13,0.127,0.13,0
nan,nan,nan,0.1302,0.127,0.1302,0
nan,nan,nan,0.1304,0.127,0.1304,0
nan,nan,nan,0.1306,0.127,0.1306,0
nan,nan,nan,0.1308,0.127,0.1308,0
nan,nan,nan,0.131,0.127,0.131,0
nan,nan,nan,0.1312,0.127,0.1312,0
nan,nan,nan,0.1314,0.127,0.1314,0
nan,nan,nan,0.1316,0.127,0.1316,0
nan,nan,nan,0.1318,0.127,0.1318,0
nan,nan,nan,0.132,0.127,0.132,0
nan,nan,nan,0.1322,0.127,0.1322,0
nan,nan,nan,0.1324,0.127,0.1324,0
nan,nan,nan,0.1326,0.127,0.1326,0
nan,nan,nan,0.1328,0.127,0.1328,0
nan,nan,nan,0.133,0.127,0.133,0
nan,nan,nan,0.1332,0.127,0.1332,0
nan,nan,nan,0.1334,0.127,0.1334,0
nan,nan,nan,0.1336,0.127,0.1336,0
nan,nan,nan,0.1338,0.127,0.1338,0
nan,nan,nan,0.134,0.127,0.134,0
nan,nan,nan,0.1342,0.127,0.1342,0
nan,nan,nan,0.1344,0.127,0.1344,0
nan,nan,nan,0.1346,0.127,0.1346,0
nan,nan,nan,0.1348,0.127,0.1348,0
nan,nan,nan,0.135,0.127,0.135,0
nan,nan,nan,0.1352,0.127,0.1352,0
nan,nan,nan,0.1354,0.127,0.1354,0
nan,nan,nan,0.1356,0.127,0.1356,0
nan,nan,nan,0.1358,0.127,0.1358,0
nan,nan,nan,0.136,0.127,0.136,0
nan,nan,nan,0.1362,0.127,0.1362,0
nan,nan,nan,0.1364,0.127,0.1364,0
nan,nan,nan,0.1366,0.127,0.1366,0
nan,nan,nan,0.1368,0.127,0.1368,0
nan,nan,nan,0.137,0.127,0.137,0
nan,nan,nan,0.1372,0.127,0.1372,0
nan,nan,nan,0.1374,0.127,0.1374,0
nan,nan,nan,0.1376,0.127,0.1376,0
nan,nan,nan,0.1378,0.127,0.1378,0
nan,nan,nan,0.138,0.127,0.138,0
nan,nan,nan,0.1382,0.127,0.1382,0
nan,nan,nan,0.1384,0.127,0.1384,0
nan,nan,nan,0.1386,0.127,0.1386,0
nan,nan,nan,0.1388,0.127,0.1388,0
nan,nan,nan,0.139,0.127,0.139,0
nan,nan,nan,0.1392,0.127,0.1392,0
nan,nan,nan,0.1394,0.127,0.1394,0
nan,nan,nan,0.1396,0.127,0.1396,0
nan,nan,nan,0.1398,0.127,0.1398,0
nan,nan,nan,0.14,0.127,0.14,0
nan,nan,nan,0.1402,0.127,0.1402,0
nan,nan,nan,0.1404,0.127,0.1404,0
nan,nan,nan,0.1406,0.127,0.1406,0
nan,nan,nan,0.1408,0.127,0.1408,0
nan,nan,nan,0.141,0.127,0.141,0
nan,nan,nan,0.1412,0.127,0.1412,0
nan,nan,nan,0.1414,0.127,0.1414,0
nan,nan,nan,0.1416,0.127,0.1416,0
nan,nan,nan,0.1418,0.127,0.1418,0
nan,nan,nan,0.142,0.127,0.142,0
nan,nan,nan,0.1422,0.127,0.1422,0
nan,nan,nan,0.1424,0.127,0.1424,0
nan,nan,nan,0.1426,0.127,0.1426,0
nan,nan,nan,0.1428,0.127,0.1428,0
nan,nan,nan,0.143,0.127,0.143,0
nan,nan,nan,0.1432,0.127,0.1432,0
nan,nan,nan,0.1434,0.127,0.1434,0
nan,nan,nan,0.1436,0.127,0.1436,0
nan,nan,nan,0.1438,0.127,0.1438,0
nan,nan,nan,0.144,0.127,0.144,0
nan,nan,nan,0.1442,0.127,0.1442,0
nan,nan,nan,0.1444,0.127,0.1444,0
nan,nan,nan,0.1446,0.127,0.1446,0
nan,nan,nan,0.1448,0.127,0.1448,0
nan,nan,nan,0.145,0.127,0.145,0
nan,nan,nan,0.1452,0.127,0.1452,0
nan,nan,nan,0.1454,0.127,0.1454,0
nan,nan,nan,0.1456,0.127,0.1456,0
nan,nan,nan,0.1458,0.127,0.1458,0
nan,nan,nan,0.146,0.127,0.146,0
nan,nan,nan,0.1462,0.127,0.1462,0
nan,nan,nan,0.1464,0.127,0.1464,0
nan,nan,nan,0.1466,0.127,0.1466,0
nan,nan,nan,0.1468,0.127,0.1468,0
nan,nan,nan,0.147,0.127,0.147,0
nan,nan,nan,0.1472,0.127,0.1472,0
nan,nan,nan,0.1474,0.127,0.1474,0
nan,nan,nan,0.1476,0.127,0.1476,0
nan,nan,nan,0.1478,0.127,0.1478,0
nan,nan,nan,0.148,0.127,0.148,0
nan,nan,nan,0.1482,0.127,0.1482,0
nan,nan,nan,0.1484,0.127,0.1484,0
nan,nan,nan,0.1486,0.127,0.1486,0
nan,nan,nan,0.1488,0.127,0.1488,0
nan,nan,nan,0.149,0.127,0.149,0
nan,nan,nan,0.1492,0.127,0.1492,0
nan,nan,nan,0.1494,0.127,0.1494,0
nan,nan,nan,0.1496,0.127,0.1496,0
nan,nan,nan,0.1498,0.127,0.1498,0
nan,nan,nan,0.15,0.127,0.15,0
nan,nan,nan,0.1502,0.127,0.1502,0
nan,nan,nan,0.1504,0.127,0.1504,0
nan,nan,nan,0.1506,0.127,0.1506,0
nan,nan,nan,0.1508,0.127,0.1508,0
nan,nan,nan,0.151,0.127,0.151,0
nan,nan,nan,0.1512,0.127,0.1512,0
nan,nan,nan,0.1514,0.127,0.1514,0
nan,nan,nan,0.1516,0.127,0.1516,0
nan,nan,nan,0.1518,0.127,0.1518,0
nan,nan,nan,0.152,0.127,0.152,0
nan,nan,nan,0.1522,0.127,0.1522,0
nan,nan,nan,0.1524,0.127,0.1524,0
nan,nan,nan,0.1526,0.127,0.1526,0
nan,nan,nan,0.1528,0.127,0.1528,0
nan,nan,nan,0.153,0.127,0.153,0
nan,nan,nan,0.1532,0.127,0.1532,0
nan,nan,nan,0.1534,0.127,0.1534,0
nan,nan,nan,0.1536,0.127,0.1536,0
nan,nan,nan,0.1538,0.127,0.1538,0
nan,nan,nan,0.154,0.127,0.154,0
nan,nan,nan,0.1542,0.127,0.1542,0
nan,nan,nan,0.1544,0.127,0.1544,0
nan,nan,nan,0.1546,0.127,0.1546,0
nan,nan,nan,0.1548,0.127,0.1548,0
nan,nan,nan,0.155,0.127,0.155,0
nan,nan,nan,0.1552,0.127,0.1552,0
nan,nan,nan,0.1554,0.127,0.1554,0
nan,nan,nan,0.1556,0.127,0.1556,0
nan,nan,nan,0.1558,0.127,0.1558,0
nan,nan,nan,0.156,0.127,0.156,0
nan,nan,nan,0.1562,0.127,0.1562,0
nan,nan,nan,0.1564,0.127,0.1564,0
nan,nan,nan,0.1566,0.127,0.1566,0
nan,nan,nan,0.1568,0.127,0.1568,0
nan,nan,nan,0.157,0.127,0.157,0
nan,nan,nan,0.1572,0.127,0.1572,0
nan,nan,nan,0.1574,0.127,0.1574,0
nan,nan,nan,0.1576,0.127,0.1576,0
nan,nan,nan,0.1578,0.127,0.1578,0
nan,nan,nan,0.158,0.127,0.158,0
nan,nan,nan,0.1582,0.127,0.1582,0
nan,nan,nan,0.1584,0.127,0.1584,0
nan,nan,nan,0.1586,0.127,0.1586,0
nan,nan,nan,0.1588,0.127,0.1588,0
nan,nan,nan,0.159,0.127,0.159,0
nan,nan,nan,0.1592,0.127,0.1592,0
nan,nan,nan,0.1594,0.127,0.1594,0
nan,nan,nan,0.1596,0.127,0.1596,0
nan,nan,nan,0.1598,0.127,0.1598,0
nan,nan,nan,0.16,0.127,0.16,0
nan,nan,nan,0.1602,0.127,0.1602,0
nan,nan,nan,0.1604,0.127,0.1604,0
nan,nan,nan,0.1606,0.127,0.1606,0
nan,nan,nan,0.1608,0.127,0.1608,0
nan,nan,nan,0.161,0.127,0.161,0
nan,nan,nan,0.1612,0.127,0.1612,0
nan,nan,nan,0.1614,0.127,0.1614,0
nan,nan,nan,0.1616,0.127,0.1616,0
nan,nan,nan,0.1618,0.127,0.1618,0
nan,nan,nan,0.162,0.127,0.162,0
nan,nan,nan,0.1622,0.127,0.1622,0
nan,nan,nan,0.1624,0.127,0.1624,0
nan,nan,nan,0.1626,0.127,0.1626,0
nan,nan,nan,0.1628,0.127,0.1628,0
nan,nan,nan,0.163,0.127,0.163,0
nan,nan,nan,0.1632,0.127,0.1632,0
nan,nan,nan,0.1634,0.127,0.1634,0
nan,nan,nan,0.1636,0.127,0.1636,0
nan,nan,nan,0.1638,0.127,0.1638,0
nan,nan,nan,0.164,0.127,0.164,0
nan,nan,nan,0.1642,0.127,0.1642,0
nan,nan,nan,0.1644,0.127,0.1644,0
nan,nan,nan,0.1646,0.127,0.1646,0
nan,nan,nan,0.1648,0.127,0.1648,0
nan,nan,nan,0.165,0.127,0.165,0
nan,nan,nan,0.1652,0.127,0.1652,0
nan,nan,nan,0.1654,0.127,0.1654,0
nan,nan,nan,0.1656,0.127,0.1656,0
nan,nan,nan,0.1658,0.127,0.1658,0
nan,nan,nan,0.166,0.127,0.166,0
nan,nan,nan,0.1662,0.127,0.1662,0
nan,nan,nan,0.1664,0.127,0.1664,0
nan,nan,nan,0.1666,0.127,0.1666,0
nan,nan,nan,0.1668,0.127,0.1668,0
nan,nan,nan,0.167,0.127,0.167,0
nan,nan,nan,0.1672,0.127,0.1672,0
nan,nan,nan,0.1674,0.127,0.1674,0
nan,nan,nan,0.1676,0.127,0.1676,0
nan,nan,nan,0.1678,0.127,0.1678,0
nan,nan,nan,0.168,0.127,0.168,0
nan,nan,nan,0.1682,0.127,0.1682,0
nan,nan,nan,0.1684,0.127,0.1684,0
nan,nan,nan,0.1686,0.127,0.1686,0
nan,nan,nan,0.1688,0.127,0.1688,0
nan,nan,nan,0.169,0.127,0.169,0
nan,nan,nan,0.1692,0.127,0.1692,0
nan,nan,nan,0.1694,0.127,0.1694,0
nan,nan,nan,0.1696,0.127,0.1696,0
nan,nan,nan,0.1698,0.127,0.1698,0
nan,nan,nan,0.17,0.127,0.17,0
nan,nan,nan,0.1702,0.127,0.1702,0
nan,nan,nan,0.1704,0.127,0.1704,0
nan,nan,nan,0.1706,0.127,0.1706,0
nan,nan,nan,0.1708,0.127,0.1708,0
nan,nan,nan,0.171,0.127,0.171,0
nan,nan,nan,0.1712,0.127,0.1712,0
nan,nan,nan,0.1714,0.127,0.1714,0
nan,nan,nan,0.1716,0.127,0.1716,0
nan,nan,nan,0.1718,0.127,0.1718,0
nan,nan,nan,0.172,0.127,0.172,0
nan,nan,nan,0.1722,0.127,0.1722,0
nan,nan,nan,0.1724,0.127,0.1724,0
nan,nan,nan,0.1726,0.127,0.1726,0
nan,nan,nan,0.1728,0.127,0.1728,0
nan,nan,nan,0.173,0.127,0.173,0
nan,nan,nan,0.1732,0.127,0.1732,0
nan,nan,nan,0.1734,0.127,0.1734,0
nan,nan,nan,0.1736,0.127,0.1736,0
nan,nan,nan,0.1738,0.127,0.1738,0
nan,nan,nan,0.174,0.127,0.174,0
nan,nan,nan,0.1742,0.127,0.1742,0
nan,nan,nan,0.1744,0.127,0.1744,0
nan,nan,nan,0.1746,0.127,0.1746,0
nan,nan,nan,0.1748,0.127,0.1748,0
nan,nan,nan,0.175,0.127,0.175,0
nan,nan,nan,0.1752,0.127,0.1752,0
nan,nan,nan,0.1754,0.127,0.1754,0
nan,nan,nan,0.1756,0.127,0.1756,0
nan,nan,nan,0.1758,0.127,0.1758,0
nan,nan,nan,0.176,0.127,0.176,0
nan,nan,nan,0.1762,0.127,0.1762,0
nan,nan,nan,0.1764,0.127,0.1764,0
nan,nan,nan,0.1766,0.127,0.1766,0
nan,nan,nan,0.1768,0.127,0.1768,0
nan,nan,nan,0.177,0.127,0.177,0
nan,nan,nan,0.1772,0.127,0.1772,0
nan,nan,nan,0.1774,0.127,0.1774,0
nan,nan,nan,0.1776,0.127,0.1776,0
nan,nan,nan,0.1778,0.127,0.1778,0
nan,nan,nan,0.178,0.127,0.178,0
nan,nan,nan,0.1782,0.127,0.1782,0
nan,nan,nan,0.1784,0.127,0.1784,0
nan,nan,nan,0.1786,0.127,0.1786,0
nan,nan,nan,0.1788,0.127,0.1788,0
nan,nan,nan,0.179,0.127,0.179,0
nan,nan,nan,0.1792,0.127,0.1792,0
nan,nan,nan,0.1794,0.127,0.1794,0
nan,nan,nan,0.1796,0.127,0.1796,0
nan,nan,nan,0.1798,0.127,0.1798,0
nan,nan,nan,0.18,0.127,0.18,0
nan,nan,nan,0.1802,0.127,0.1802,0
nan,nan,nan,0.1804,0.127,0.1804,0
nan,nan,nan,0.1806,0.127,0.1806,0
nan,nan,nan,0.1808,0.127,0.1808,0
nan,nan,nan,0.181,0.127,0.181,0
nan,nan,nan,0.1812,0.127,0.1812,0
nan,nan,nan,0.1814,0.127,0.1814,0
nan,nan,nan,0.1816,0.127,0.1816,0
nan,nan,nan,0.1818,0.127,0.1818,0
nan,nan,nan,0.182,0.127,0.182,0
nan,nan,nan,0.1822,0.127,0.1822,0
nan,nan,nan,0.1824,0.127,0.1824,0
nan,nan,nan,0.1826,0.127,0.1826,0
nan,nan,nan,0.1828,0.127,0.1828,0
nan,nan,nan,0.183,0.127,0.183,0
nan,nan,nan,0.1832,0.127,0.1832,0
nan,nan,nan,0.1834,0.127,0.1834,0
