y,U_0,U_1,U_2
0,0,0,0
0.000148615,7.26476,-0.000274569,3.85961e-24
0.000299862,8.91809,-0.000585642,1.76222e-23
0.000454086,9.61083,-0.000942596,1.93584e-24
0.000611645,10.0003,-0.00134499,-7.47991e-24
0.000772908,10.2613,-0.00178314,0
0.000938257,10.4549,-0.00224901,1.22027e-23
0.00110809,10.6079,-0.00273926,-1.79659e-23
0.00128281,10.7341,-0.00325304,-1.30807e-23
0.00146285,10.8417,-0.0037905,3.19488e-23
0.00164864,10.9354,-0.00435224,1.70325e-24
0.00184066,11.0186,-0.00493916,-1.31577e-23
0.00203939,11.0937,-0.00555239,0
0.00224531,11.1621,-0.00619325,0
0.00245897,11.2253,-0.00686325,3.65682e-23
0.0026809,11.284,-0.00756403,2.47547e-24
0.00291168,11.3391,-0.00829737,-6.6071e-23
0.00315191,11.391,-0.00906521,-1.81432e-24
0.00340221,11.4403,-0.0098696,3.01639e-23
0.00366326,11.4873,-0.0107127,0
0.00393573,11.5323,-0.011597,5.18816e-23
0.00422035,11.5756,-0.0125248,-4.75803e-23
0.00451788,11.6174,-0.0134987,-3.76488e-24
0.00482912,11.6579,-0.0145217,1.41771e-22
0.00515491,11.6972,-0.0155965,-4.30596e-23
0.00549613,11.7356,-0.0167263,-2.61726e-22
0.00585371,11.7731,-0.0179144,7.86754e-23
0.00622861,11.8097,-0.0191641,1.69817e-22
0.00662186,11.8457,-0.0204792,-2.39878e-22
0.00703453,11.8812,-0.0218635,-1.58396e-22
0.00746775,11.916,-0.023321,2.26153e-22
0.0079227,11.9505,-0.0248559,1.526e-22
0.00840063,11.9845,-0.0264727,7.06363e-23
0.00890285,12.0183,-0.0281762,2.8519e-22
0.00943074,12.0517,-0.0299712,-1.35807e-22
0.00998572,12.085,-0.031863,-2.7684e-22
0.0105693,12.118,-0.033857,0
0.0111831,12.151,-0.0359591,2.61829e-22
0.0118288,12.1838,-0.0381752,4.57364e-24
0.0125081,12.2166,-0.0405116,-5.10561e-22
0.0132229,12.2494,-0.0429749,-4.1582e-24
0.013975,12.2822,-0.0455723,7.39456e-22
0.0147664,12.3151,-0.0483108,6.86148e-24
0.0155994,12.3481,-0.0511981,-4.83064e-22
0.016476,12.3812,-0.0542421,-4.6832e-22
0.0173985,12.4145,-0.0574512,-6.45581e-24
0.0183694,12.4481,-0.060834,2.34316e-22
0.0193911,12.4818,-0.0643995,-2.2779e-22
0.0204662,12.5159,-0.0681571,6.64975e-22
0.0215975,12.5503,-0.0721165,-2.09071e-22
0.0227876,12.585,-0.0762879,-4.42846e-22
0.0240395,12.6201,-0.0806817,6.08528e-24
0.0253562,12.6556,-0.0853088,-4.25379e-22
0.0267408,12.6916,-0.0901803,-2.99034e-26
0.0281965,12.7281,-0.0953078,8.18928e-22
0.0297265,12.7651,-0.100703,4.13771e-22
0.0313344,12.8027,-0.106378,-6.68489e-24
0.0330236,12.8409,-0.112346,5.7731e-24
0.0347975,12.8797,-0.118619,-1.1661e-21
0.0366599,12.9193,-0.12521,3.72213e-22
0.0386145,12.9595,-0.132132,7.68869e-22
0.0406649,13.0006,-0.139399,-1.11972e-21
0.0428151,13.0424,-0.147023,-9.49809e-24
0.0450687,13.0851,-0.155019,7.33096e-22
0.0474297,13.1286,-0.163399,0
0.0499018,13.1731,-0.172177,7.00232e-22
0.0524889,13.2186,-0.181366,9.30532e-24
0.0551947,13.2651,-0.190978,-1.36259e-23
0.058023,13.3127,-0.201027,9.2352e-24
0.0609773,13.3613,-0.211525,-6.68066e-22
0.0640612,13.4111,-0.222483,6.47151e-22
0.067278,13.4621,-0.233911,9.15124e-24
0.070631,13.5143,-0.245821,-6.37998e-22
0.0741231,13.5678,-0.258222,0
0.0777571,13.6225,-0.271123,0
0.0815357,13.6787,-0.284529,0
0.085461,13.7362,-0.29845,1.16626e-21
0.0895352,13.7951,-0.312888,2.30414e-21
0.0937598,13.8555,-0.327848,-2.23321e-21
0.0981361,13.9173,-0.343333,-2.26849e-21
0.102665,13.9807,-0.359342,-1.05711e-21
0.107348,14.0457,-0.375876,1.02284e-21
0.112184,14.1122,-0.392933,6.55802e-23
0.117173,14.1803,-0.410508,-3.10957e-21
0.122315,14.2501,-0.428595,1.01447e-21
0.127608,14.3215,-0.447189,3.94608e-21
0.133053,14.3946,-0.46628,2.9316e-21
0.138645,14.4695,-0.485858,-1.89641e-21
0.144384,14.546,-0.505912,-5.56922e-21
0.150268,14.6243,-0.526429,-5.91086e-23
0.156292,14.7044,-0.547394,5.38469e-21
0.162456,14.7862,-0.568794,-1.70772e-21
0.168754,14.8698,-0.590612,-3.4641e-21
0.175185,14.9553,-0.612832,1.68253e-21
0.181745,15.0426,-0.635438,1.67534e-21
0.18843,15.1317,-0.658412,3.20397e-21
0.195237,15.2227,-0.681737,4.56517e-23
0.202164,15.3157,-0.705397,-3.15832e-21
0.209207,15.4105,-0.729377,-3.03375e-21
0.216363,15.5073,-0.75366,-1.53313e-21
0.223631,15.6062,-0.778233,2.97686e-21
0.231008,15.7071,-0.803082,1.47618e-21
0.238494,15.8101,-0.828195,0
0.246086,15.9152,-0.853564,2.80323e-21
0.253785,16.0227,-0.879179,2.60533e-23
0.261592,16.1324,-0.905033,-2.77088e-21
0.269507,16.2446,-0.931122,1.35268e-21
0.277532,16.3593,-0.957444,-3.43133e-24
0.28567,16.4766,-0.983998,-1.34365e-21
0.293925,16.5968,-1.01078,6.09736e-24
0.3023,16.7199,-1.03781,0
0.310801,16.8461,-1.06507,2.58518e-21
0.319434,16.9756,-1.09259,3.79949e-24
0.328205,17.1087,-1.12036,-3.86474e-21
0.337123,17.2455,-1.14839,9.87853e-25
0.346196,17.3863,-1.17671,6.38093e-21
0.355433,17.5314,-1.20532,-2.55601e-21
0.364846,17.6811,-1.23423,-2.54796e-21
0.374445,17.8357,-1.26347,2.53795e-21
0.384243,17.9956,-1.29303,-2.41296e-24
0.394252,18.1612,-1.32295,-1.87821e-23
0.404487,18.3329,-1.35322,2.57791e-21
0.414962,18.5111,-1.38386,-4.81611e-23
0.425692,18.6964,-1.41489,-3.90541e-21
0.436695,18.8893,-1.44631,-1.4588e-23
0.447987,19.0904,-1.47813,-3.9736e-21
0.459585,19.3002,-1.51035,-1.30331e-21
0.47151,19.5194,-1.54297,1.3566e-21
0.483781,19.7471,-1.57574,1.35276e-21
0.496054,19.9794,-1.60805,2.68839e-21
0.508144,20.213,-1.63943,1.33601e-21
0.520057,20.4469,-1.66978,-1.32861e-21
0.531799,20.6811,-1.69911,-2.63635e-21
0.543375,20.9156,-1.72745,-3.41366e-24
0.554792,21.1504,-1.75482,1.30852e-21
0.566053,21.3854,-1.78126,-2.58194e-21
0.577166,21.6206,-1.80677,2.57077e-21
0.588135,21.8559,-1.83139,2.58049e-21
0.598965,22.0914,-1.85513,-3.85364e-21
0.609661,22.3271,-1.87802,-1.27428e-21
0.620228,22.5629,-1.90007,1.28417e-21
0.630672,22.7988,-1.92131,-1.27194e-21
0.640996,23.0347,-1.94176,5.99615e-24
0.651205,23.2708,-1.96143,3.82773e-21
0.661304,23.5068,-1.98034,-1.27776e-21
0.671298,23.7429,-1.99851,-1.2721e-21
0.681189,23.979,-2.01595,1.27842e-21
0.690982,24.2151,-2.03269,0
0.700681,24.4512,-2.04873,0
0.71029,24.6873,-2.06409,-1.29018e-21
0.719813,24.9233,-2.07879,7.9331e-24
0.729252,25.1592,-2.09284,1.29807e-21
0.738613,25.395,-2.10625,1.30173e-21
0.747896,25.6308,-2.11904,-1.31777e-21
0.757107,25.8664,-2.13122,-1.30108e-21
0.766248,26.1018,-2.14279,1.98123e-21
0.775323,26.3371,-2.15378,1.32588e-21
0.784333,26.5723,-2.16419,-1.19552e-23
0.793282,26.8072,-2.17402,-1.35128e-21
