y,U_0,U_1,U_2
0,0,0,0
0.000150075,-4.92113,0.000669109,-5.37751e-23
0.000308731,-6.3028,0.00137882,-2.87147e-23
0.000476552,-6.85839,0.00212885,-3.29728e-23
0.000654158,-7.16112,0.00296102,6.0943e-23
0.000842206,-7.36052,0.00387495,-5.95166e-23
0.00104139,-7.50666,0.00486138,-8.36925e-23
0.00125246,-7.62099,0.00591782,2.52223e-22
0.00147619,-7.71436,0.00704621,2.27465e-23
0.00171341,-7.79296,0.00825,1.02428e-22
0.00196502,-7.8606,0.00953319,2.59822e-23
0.00223194,-7.91978,0.0109002,-2.11122e-22
0.00251518,-7.97223,0.0123557,1.73037e-22
0.00281579,-8.01919,0.013905,-1.46006e-22
0.0031349,-8.06154,0.0155537,-4.70861e-22
0.00347368,-8.09998,0.0173076,4.062e-22
0.00383341,-8.13503,0.0191731,-2.27947e-22
0.00421543,-8.16709,0.0211569,-5.36203e-22
0.00462115,-8.19648,0.023266,9.52787e-22
0.00505209,-8.22346,0.0255081,-1.96164e-22
0.00550983,-8.24823,0.0278911,-8.93913e-22
0.00599609,-8.27096,0.0304233,8.30762e-22
0.00651264,-8.29179,0.0331138,4.25892e-22
0.0070614,-8.3108,0.0359717,-1.16569e-21
0.00764438,-8.3281,0.0390071,-7.61469e-22
0.00826372,-8.34375,0.0422303,7.17496e-22
0.00892169,-8.35779,0.0456521,1.25185e-23
0.00962067,-8.37027,0.0492842,-1.96027e-23
0.0103632,-8.38121,0.0531385,1.34334e-21
0.011152,-8.39062,0.0572277,1.6689e-23
0.0119898,-8.39852,0.061565,-6.53871e-22
0.0128797,-8.40491,0.0661644,6.07926e-22
0.0138249,-8.40977,0.0710404,1.21057e-21
0.0148286,-8.41309,0.076208,-1.73449e-21
0.0158944,-8.41485,0.0816831,-2.32905e-21
0.017026,-8.41502,0.0874822,1.11942e-21
0.0182274,-8.41357,0.0936225,1.10477e-21
0.0195027,-8.41046,0.100122,1.09315e-21
0.0208562,-8.40565,0.106998,1.09334e-21
0.0222925,-8.39908,0.114271,-2.10051e-21
0.0238164,-8.39071,0.12196,-3.1124e-21
0.025433,-8.38047,0.130086,9.94318e-22
0.0271475,-8.3683,0.138669,4.17538e-24
0.0289655,-8.35414,0.147731,-2.01603e-21
0.0308929,-8.33791,0.157293,3.91527e-21
0.0329356,-8.31954,0.167379,1.98521e-21
0.0351001,-8.29893,0.178011,-1.92971e-21
0.0373929,-8.27602,0.189211,1.84995e-21
0.0398209,-8.2507,0.201003,2.48485e-23
0.0423913,-8.22288,0.213411,-1.8251e-21
0.0451115,-8.19246,0.226456,-3.55223e-21
0.0479892,-8.15935,0.240163,-4.61851e-23
0.0510323,-8.12342,0.254554,3.45546e-21
0.0542491,-8.08457,0.269651,4.98971e-23
0.057648,-8.04269,0.285475,5.06027e-23
0.0612376,-7.99766,0.302046,-3.37423e-21
0.0650269,-7.94934,0.319384,-3.37251e-21
0.0690248,-7.89763,0.337506,6.47452e-21
0.0732406,-7.84238,0.356428,6.57008e-21
0.0776837,-7.78346,0.376162,3.19577e-21
0.0823633,-7.72075,0.396721,-9.4188e-21
0.0872889,-7.65409,0.418113,-1.25653e-20
0.0924701,-7.58336,0.440341,1.22628e-20
0.0979162,-7.50842,0.463408,6.21862e-21
0.103636,-7.42912,0.487309,-6.04232e-21
0.10964,-7.34532,0.512038,5.86086e-21
0.115935,-7.25688,0.537582,-5.59291e-21
0.122532,-7.16366,0.563921,-1.8128e-22
0.129436,-7.06552,0.591031,1.12711e-20
0.136657,-6.96233,0.61888,-1.09091e-20
0.144202,-6.85396,0.64743,-1.83475e-22
0.152075,-6.74027,0.676634,1.60337e-20
0.160284,-6.62116,0.706437,-5.12852e-21
0.168832,-6.49649,0.736774,-1.04381e-20
0.177724,-6.36617,0.767575,-9.91551e-21
0.186961,-6.2301,0.798755,-1.9802e-20
0.196544,-6.08819,0.830223,-3.24769e-22
0.206475,-5.94036,0.861876,2.8481e-20
0.21675,-5.78656,0.893601,9.70162e-21
0.227368,-5.62672,0.925275,-9.21753e-21
0.238324,-5.46084,0.956763,0
0.24961,-5.28887,0.987921,0
0.26122,-5.11084,1.01859,0
0.273144,-4.92675,1.04862,1.23787e-22
0.28537,-4.73666,1.07782,-8.30302e-21
0.297884,-4.54061,1.10602,1.6103e-20
0.310673,-4.33869,1.13302,8.42226e-21
0.323718,-4.13101,1.15863,-3.22225e-20
0.337003,-3.91766,1.18265,-2.19962e-22
0.350506,-3.6988,1.20487,3.13942e-20
0.364206,-3.47457,1.22507,1.76958e-22
0.378081,-3.24513,1.24304,-3.05036e-20
0.392107,-3.01066,1.25857,3.01758e-20
0.406258,-2.77133,1.27145,1.34523e-22
0.420509,-2.52732,1.28147,-3.01749e-20
0.434834,-2.2788,1.28842,-1.47503e-20
0.449206,-2.02594,1.2921,-1.50578e-20
0.463598,-1.76888,1.29232,4.44147e-20
0.477982,-1.50775,1.28891,1.49286e-20
0.492333,-1.24265,1.28168,-1.47439e-20
0.506624,-0.973624,1.27049,1.36008e-38
0.52083,-0.700686,1.25518,4.50892e-36
0.534925,-0.423796,1.23565,0
0.548887,-0.142856,1.21177,0
0.562692,0.142299,1.18348,-1.55159e-20
0.576321,0.431901,1.15071,1.80399e-22
0.589754,0.726258,1.11342,-1.59094e-20
0.602972,1.02576,1.07162,-3.16055e-20
0.615961,1.33087,1.02533,3.26215e-20
0.628706,1.64215,0.974607,4.90879e-20
0.641194,1.96022,0.919557,-3.23528e-22
0.653414,2.2858,0.86032,-1.67899e-20
0.66536,2.61967,0.797091,0
0.677022,2.96267,0.730119,0
0.688397,3.3156,0.659685,3.73307e-20
0.69948,3.67904,0.586085,-3.89225e-20
0.710271,4.05315,0.509623,-3.74381e-20
0.72077,4.4378,0.430593,7.81295e-20
0.730977,4.83269,0.349267,3.84004e-20
0.740895,5.23751,0.265918,3.91239e-20
0.75053,5.65199,0.180837,3.99093e-20
0.759885,6.07589,0.0943249,-1.21101e-19
0.768969,6.50899,0.00669026,-8.01839e-20
0.777788,6.95111,-0.0817569,4.07903e-20
0.78635,7.40206,-0.170712,-2.04395e-20
0.794665,7.86167,-0.259881,5.11528e-23
0.802744,8.32977,-0.348986,2.04916e-20
0.810595,8.80621,-0.437771,-1.99429e-20
0.818232,9.28989,-0.525824,-1.99032e-20
0.825604,9.77793,-0.612466,7.80694e-23
0.83269,10.2675,-0.697095,-3.8225e-22
0.839498,10.7571,-0.779396,1.91208e-20
0.846039,11.2456,-0.859191,1.95429e-20
0.852322,11.7323,-0.936343,-3.73056e-20
0.858358,12.2161,-1.01075,-5.95693e-22
0.864155,12.6963,-1.08235,3.67098e-20
0.869723,13.1721,-1.15112,1.0928e-37
0.875073,13.6429,-1.21704,5.01886e-36
0.880212,14.1081,-1.28017,1.71203e-20
