y,U.mag,U_0,U_1,U_2
0,0,0,0,0
0.000148615,11.4872,11.4872,-0.000353017,2.40396e-22
0.000299862,15.2974,15.2974,-0.000754198,9.67504e-22
0.000454086,17.1779,17.1779,-0.00123177,8.11995e-23
0.000611645,18.3272,18.3272,-0.00178223,-4.70352e-22
0.000772908,19.1129,19.1129,-0.00239846,0
0.000938257,19.6895,19.6895,-0.00307569,7.64673e-22
0.00110809,20.1343,20.1343,-0.00381123,-1.07765e-21
0.00128281,20.4904,20.4904,-0.00460346,-8.27463e-22
0.00146285,20.7838,20.7838,-0.00545162,1.87378e-21
0.00164864,21.0312,21.0312,-0.00635574,1.18442e-22
0.00184066,21.2438,21.2438,-0.00731658,-7.40485e-22
0.00203939,21.4292,21.4292,-0.0083355,0
0.00224531,21.5929,21.5929,-0.00941442,0
0.00245897,21.7391,21.7391,-0.0105557,1.87992e-21
0.0026809,21.8708,21.8708,-0.0117622,1.63378e-22
0.00291168,21.9903,21.9903,-0.0130369,-3.29532e-21
0.00315191,22.0994,22.0994,-0.0143834,-1.174e-22
0.00340221,22.1996,22.1996,-0.0158053,1.46137e-21
0.00366326,22.2922,22.2922,-0.0173071,0
0.00393573,22.3779,22.3779,-0.0188919,2.37758e-21
0.00422035,22.4577,22.4577,-0.0205602,-2.10954e-21
0.00451788,22.532,22.532,-0.0223059,-2.24999e-22
0.00482912,22.6013,22.6013,-0.0241257,1.03419e-20
0.00515491,22.6661,22.6661,-0.0260306,2.22139e-21
0.00549613,22.7266,22.7266,-0.028025,-1.12308e-20
0.00585371,22.7832,22.7832,-0.0301244,3.22793e-21
0.00622861,22.8363,22.8363,-0.0323507,7.20283e-21
0.00662186,22.8862,22.8861,-0.0347133,-9.91483e-21
0.00703453,22.9331,22.9331,-0.0372371,-6.51724e-21
0.00746775,22.9775,22.9775,-0.0399294,9.08351e-21
0.0079227,23.0195,23.0195,-0.0427808,6.17753e-21
0.00840063,23.0593,23.0593,-0.0457973,2.76645e-21
0.00890285,23.0971,23.0971,-0.048986,1.11563e-20
0.00943074,23.1328,23.1328,-0.0523536,5.5117e-21
0.00998572,23.1665,23.1664,-0.0559079,2.77032e-23
