y,U_0,U_1,U_2
0,0,0,0
0.000148085,16.1641,-0.000155773,3.91726e-24
0.000296632,18.8697,-0.000301395,9.63039e-24
0.000445889,20.1735,-0.000463902,6.7039e-24
0.000596102,20.9681,-0.000643355,3.7443e-24
0.000747521,21.5217,-0.000834196,4.20421e-24
0.000900397,21.9397,-0.00103351,3.04254e-23
0.00105498,22.2724,-0.00124021,-6.52794e-24
0.00121153,22.547,-0.00145386,4.20999e-24
0.00137031,22.78,-0.00167427,8.98327e-24
0.00153158,22.982,-0.00190141,7.19032e-24
0.0016956,23.16,-0.00213535,-1.52898e-23
0.00186264,23.3189,-0.00237621,-5.04561e-23
0.00203299,23.4625,-0.00262422,6.81522e-23
0.00220692,23.5935,-0.00287962,1.98349e-23
0.00238472,23.7139,-0.00314273,-9.31465e-23
0.00256668,23.8254,-0.00341386,-1.94411e-23
0.00275311,23.9293,-0.00369339,4.8913e-23
0.00294431,24.0266,-0.0039817,-2.11496e-23
0.00314059,24.1181,-0.00427921,4.25422e-24
0.00334229,24.2046,-0.00458636,-4.73164e-24
0.00354973,24.2867,-0.00490361,1.01003e-23
0.00376326,24.3648,-0.00523144,2.72054e-23
0.00398323,24.4394,-0.00557036,3.41122e-23
0.00421,24.5107,-0.00592088,-6.44405e-23
0.00444394,24.5792,-0.00628356,-8.06283e-23
0.00468544,24.6451,-0.00665896,2.29322e-23
0.00493491,24.7086,-0.00704765,3.92104e-23
0.00519274,24.77,-0.00745026,5.12494e-23
0.00545937,24.8293,-0.0078674,-3.84817e-23
0.00573524,24.8868,-0.00829972,1.30403e-22
0.00602079,24.9426,-0.00874789,-3.31447e-23
0.00631651,24.9968,-0.0092126,-2.17735e-22
0.00662288,25.0495,-0.00969457,1.38405e-22
0.00694041,25.1009,-0.0101945,1.7362e-22
0.00726961,25.151,-0.0107133,-1.16304e-22
0.00761104,25.1999,-0.0112516,-8.45571e-23
0.00796525,25.2476,-0.0118102,1.29778e-22
0.00833284,25.2944,-0.01239,1.86209e-23
0.00871441,25.3401,-0.0129919,-9.54051e-23
0.00911058,25.3849,-0.0136168,-6.19711e-23
0.00952202,25.4288,-0.0142656,-6.14676e-23
0.0099494,25.4719,-0.0149392,-7.41549e-23
0.0103934,25.5142,-0.0156386,2.92951e-22
0.0108548,25.5557,-0.0163649,1.48571e-22
0.0113344,25.5966,-0.017119,-3.74121e-22
0.0118329,25.6367,-0.0179021,-8.55245e-23
0.0123512,25.6763,-0.0187153,1.4041e-22
0.0128901,25.7152,-0.0195598,-8.28101e-23
0.0134505,25.7536,-0.0204367,-1.61478e-24
0.0140333,25.7914,-0.0213472,1.36051e-22
0.0146395,25.8287,-0.0222926,0
0.0152702,25.8655,-0.0232743,-2.69159e-23
0.0159263,25.9019,-0.0242936,7.76141e-23
0.0166089,25.9378,-0.0253518,1.56314e-22
0.0173192,25.9733,-0.0264504,-2.55704e-23
0.0180584,26.0084,-0.0275909,1.24593e-22
0.0188276,26.0432,-0.0287748,-4.73472e-23
0.0196282,26.0776,-0.0300036,-2.49295e-22
0.0204615,26.1118,-0.0312791,1.22861e-22
0.0213288,26.1456,-0.0326028,1.22866e-22
0.0222316,26.1791,-0.0339766,-1.20688e-22
0.0231714,26.2124,-0.0354021,-3.11929e-22
0.0241497,26.2455,-0.0368813,4.51026e-23
0.0251682,26.2783,-0.038416,2.37291e-22
0.0262286,26.311,-0.0400082,7.07628e-23
0.0273326,26.3435,-0.0416598,-3.67811e-25
0.0284821,26.3758,-0.0433731,-1.15412e-22
0.0296789,26.408,-0.04515,2.29358e-23
0.0309251,26.4401,-0.0469929,2.36286e-23
0.0322227,26.4721,-0.048904,-6.74696e-23
0.0335739,26.5041,-0.0508857,-2.29282e-23
0.0349809,26.536,-0.0529403,-2.20343e-22
0.0364461,26.5678,-0.0550705,4.16563e-23
0.0379719,26.5997,-0.0572786,1.52954e-22
0.0395608,26.6316,-0.0595675,-1.0905e-22
0.0412155,26.6636,-0.0619399,1.29493e-22
0.0429387,26.6956,-0.0643985,-4.03234e-23
0.0447333,26.7276,-0.0669463,4.06474e-23
0.0466024,26.7598,-0.0695864,8.51772e-23
0.0485489,26.7922,-0.0723216,3.0928e-23
0.0505761,26.8246,-0.0751554,-3.05189e-23
0.0526875,26.8573,-0.0780909,-1.55411e-22
0.0548865,26.8901,-0.0811315,3.13252e-23
0.0571768,26.9232,-0.0842808,1.48931e-23
0.0595622,26.9566,-0.0875423,3.52472e-23
0.0620466,26.9902,-0.0909198,2.78786e-24
0.0646343,27.0241,-0.094417,-1.31959e-23
0.0673295,27.0583,-0.0980379,2.22959e-23
0.0701368,27.0929,-0.101787,-1.77295e-24
0.0730607,27.1279,-0.105667,-3.95171e-23
0.0761062,27.1633,-0.109684,-4.91344e-23
0.0792784,27.1991,-0.113842,1.16946e-22
0.0825825,27.2354,-0.118145,1.4549e-22
0.0860241,27.2722,-0.122597,-1.3447e-22
0.0896088,27.3096,-0.127205,-9.58907e-23
0.0933428,27.3475,-0.131973,3.04079e-22
0.0972321,27.386,-0.136905,-1.88741e-22
0.101283,27.4251,-0.142008,-3.80534e-22
0.105503,27.4649,-0.147287,3.76885e-22
0.109899,27.5054,-0.152747,4.16048e-22
0.114478,27.5466,-0.158395,-3.89979e-23
0.119247,27.5887,-0.164236,-4.4837e-22
0.124215,27.6315,-0.170276,2.23039e-22
0.12939,27.6752,-0.176522,2.15824e-24
0.13478,27.7198,-0.18298,-8.11055e-22
0.140395,27.7653,-0.189657,1.45767e-22
0.146245,27.8118,-0.19656,4.40213e-22
0.152337,27.8594,-0.203696,-4.40146e-22
0.158684,27.908,-0.211072,7.22195e-22
0.165296,27.9578,-0.218695,-2.74553e-22
0.172183,28.0087,-0.226574,2.78988e-22
0.179357,28.0609,-0.234717,1.14543e-21
0.18683,28.1145,-0.24313,-9.92293e-22
0.194615,28.1693,-0.251823,-7.08356e-22
0.202724,28.2256,-0.260804,2.73367e-22
0.211171,28.2834,-0.270082,-2.54536e-21
0.219971,28.3427,-0.279666,1.12864e-21
0.229138,28.4036,-0.289565,4.23443e-21
0.238688,28.4663,-0.299787,-1.9633e-21
0.248635,28.5307,-0.310344,-2.81719e-21
0.258998,28.5969,-0.321243,1.39116e-21
0.269793,28.6651,-0.332496,8.42363e-22
0.281038,28.7353,-0.344112,5.60695e-22
0.292753,28.8077,-0.3561,5.64311e-22
0.304956,28.8822,-0.368472,8.47284e-22
0.317669,28.9591,-0.381237,2.47997e-23
0.330912,29.0384,-0.394406,-1.15356e-21
0.344708,29.1196,-0.407875,1.62211e-21
0.358618,29.201,-0.421371,-3.05553e-21
0.372405,29.2814,-0.434674,-1.63629e-21
0.386072,29.3605,-0.447735,2.91291e-21
0.399623,29.4383,-0.460564,9.39508e-22
0.413064,29.515,-0.47317,-1.74303e-21
0.426397,29.5905,-0.485561,-5.92904e-23
0.439627,29.665,-0.497746,-2.01616e-21
0.452757,29.7385,-0.509732,-1.15842e-22
0.465792,29.811,-0.521524,2.81869e-21
0.478735,29.8826,-0.533131,-2.15197e-23
0.491589,29.9534,-0.544558,1.84531e-21
0.504358,30.0233,-0.55581,-6.75425e-22
0.517047,30.0924,-0.566893,-2.46392e-21
0.529657,30.1609,-0.577812,-1.6694e-23
0.542192,30.2286,-0.588573,6.70782e-22
0.554656,30.2956,-0.599178,1.61572e-21
0.567051,30.362,-0.609633,9.8852e-22
0.579382,30.4278,-0.619942,-1.19074e-23
0.59165,30.493,-0.630109,-3.008e-22
0.603859,30.5576,-0.640138,-2.70401e-21
0.616012,30.6218,-0.650031,2.70269e-22
0.628112,30.6854,-0.659793,3.09477e-22
0.640161,30.7486,-0.669426,-2.31136e-21
0.652163,30.8113,-0.678934,-9.29811e-24
0.66412,30.8736,-0.68832,2.7789e-21
0.676035,30.9354,-0.697586,8.59739e-22
0.687911,30.9969,-0.706735,7.88299e-22
0.699751,31.0581,-0.71577,-1.82665e-21
0.711556,31.1189,-0.724692,-1.88026e-21
