y,U_0,U_1,U_2
0,0,0,0
0.000148615,12.1871,-0.000218234,-1.4436e-23
0.000299862,14.3145,-0.000432371,-7.07391e-23
0.000454086,15.2596,-0.000679234,-7.05847e-24
0.000611645,15.8093,-0.000957158,3.15689e-23
0.000772908,16.1837,-0.00125806,0
0.000938257,16.4636,-0.00157707,-5.30517e-23
0.00110809,16.6858,-0.00191239,7.86548e-23
0.00128281,16.8695,-0.00226367,5.6904e-23
0.00146285,17.0261,-0.0026311,-1.39976e-22
0.00164864,17.1626,-0.00301511,-7.39838e-24
0.00184066,17.2838,-0.00341636,5.77753e-23
0.00203939,17.393,-0.00383566,0
0.00224531,17.4927,-0.00427393,0
0.00245897,17.5844,-0.00473224,-1.60955e-22
0.0026809,17.6697,-0.00521172,-1.08412e-23
0.00291168,17.7496,-0.00571365,2.90989e-22
0.00315191,17.8248,-0.00623935,7.95876e-24
0.00340221,17.8961,-0.00679029,-1.32916e-22
0.00366326,17.9641,-0.00736799,0
0.00393573,18.0291,-0.0079741,-2.28972e-22
0.00422035,18.0915,-0.00861036,2.10082e-22
0.00451788,18.1517,-0.0092786,1.66006e-23
0.00482912,18.21,-0.0099808,-6.26001e-22
0.00515491,18.2665,-0.010719,1.90123e-22
0.00549613,18.3214,-0.0114954,1.1563e-21
0.00585371,18.375,-0.0123123,-3.47753e-22
0.00622861,18.4274,-0.0131722,-7.50407e-22
0.00662186,18.4787,-0.0140776,1.06066e-21
0.00703453,18.529,-0.0150312,7.00708e-22
0.00746775,18.5784,-0.016036,-1.0006e-21
0.0079227,18.6271,-0.0170949,-6.75043e-22
0.00840063,18.6751,-0.0182111,-3.1284e-22
0.00890285,18.7225,-0.0193881,-1.26353e-21
0.00943074,18.7693,-0.0206293,6.0141e-22
0.00998572,18.8156,-0.0219384,1.22652e-21
0.0105693,18.8615,-0.0233195,0
0.0111831,18.907,-0.0247767,-1.16174e-21
0.0118288,18.9522,-0.0263142,-2.01149e-23
0.0125081,18.9971,-0.0279367,2.26628e-21
0.0132229,19.0417,-0.029649,1.83343e-23
0.013975,19.0862,-0.0314561,-3.2855e-21
0.0147664,19.1304,-0.0333632,-3.1031e-23
0.0155994,19.1746,-0.035376,2.14676e-21
0.016476,19.2186,-0.0375002,2.08462e-21
0.0173985,19.2626,-0.0397418,2.90837e-23
0.0183694,19.3065,-0.0421073,-1.04168e-21
0.0193911,19.3504,-0.0446031,1.01534e-21
0.0204662,19.3943,-0.0472362,-2.96367e-21
0.0215975,19.4382,-0.0500138,9.33928e-22
0.0227876,19.4822,-0.0529433,1.97488e-21
0.0240395,19.5263,-0.0560324,-2.44567e-23
0.0253562,19.5706,-0.0592892,1.90141e-21
0.0267408,19.6149,-0.062722,3.31827e-24
0.0281965,19.6595,-0.0663392,-3.6589e-21
0.0297265,19.7042,-0.0701498,-1.85001e-21
0.0313344,19.7491,-0.0741628,2.53166e-23
0.0330236,19.7943,-0.0783875,-2.57039e-23
0.0347975,19.8398,-0.0828334,5.23296e-21
0.0366599,19.8855,-0.0875103,-1.66923e-21
0.0386145,19.9315,-0.0924279,-3.45142e-21
0.0406649,19.9779,-0.0975963,5.03298e-21
0.0428151,20.0247,-0.103026,4.64581e-23
0.0450687,20.0718,-0.108726,-3.29387e-21
0.0474297,20.1193,-0.114707,0
0.0499018,20.1672,-0.12098,-3.15753e-21
0.0524889,20.2156,-0.127554,-4.68449e-23
0.0551947,20.2645,-0.13444,5.12698e-23
0.058023,20.3138,-0.141646,-4.72667e-23
0.0609773,20.3637,-0.149182,3.01215e-21
0.0640612,20.414,-0.157058,-2.92643e-21
0.067278,20.465,-0.165281,-4.78672e-23
0.070631,20.5165,-0.173861,2.87856e-21
0.0741231,20.5685,-0.182804,0
